query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Tamilnad Mercantile Bank?",False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['GovernanceRole', 'HOLDS_ROLE']",1,1,"Salee S. Nair is the current MD & CEO of Tamilnad Mercantile Bank, having served in the position since August 2024.",Relevant
"What percentage of Tamilnad Mercantile Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",6,6,"The retrieved facts do not cover the percentage held by a government promoter or the largest individual shareholder of Tamilnad Mercantile Bank, as they only detail holdings for various overseas corporate-body shareholders as of March 2025.",Not relevant
What was Tamilnad Mercantile Bank's CASA ratio in the most recently reported quarter?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,Tamilnad Mercantile Bank recorded a CASA ratio of roughly 26% in Q1 FY27.,Relevant
What is Tamilnad Mercantile Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Tamilnad Mercantile Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are Tamilnad Mercantile Bank's gross NPA and net NPA ratios?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,"Tamilnad Mercantile Bank reported a gross NPA of 0.69%, which reflects a decline from 1.22% a year earlier. However, the provided facts do not contain the specific figure for the bank's net NPA ratio.",Somewhat relevant
"What is Tamilnad Mercantile Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,"Tamilnad Mercantile Bank has a very strong capital-adequacy ratio of 32.33%. However, the retrieved facts do not disclose its CET1 ratio.",Somewhat relevant
What are Tamilnad Mercantile Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,Tamilnad Mercantile Bank achieved a return on assets (ROA) of 2.14% and a return on equity (ROE) of 15.93%.,Relevant
What was Tamilnad Mercantile Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Tamilnad Mercantile Bank's total advances (loan book) and deposit growth for the latest quarter.,Not relevant
"What credit ratings has Tamilnad Mercantile Bank received, and from which rating agencies?",False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['HAS_RATING'],2,2,"Tamilnad Mercantile Bank has received an A+ Stable rating on its fixed deposits and an A1+ rating on its short-term fixed deposits and certificates of deposit, both from the rating agency CRISIL as of June 10, 2026.",Relevant
"Roughly how many branches and ATMs does Tamilnad Mercantile Bank operate, and as of what date?",True,summary_fallback,5e168c27-0019-47a1-ab6e-3539eb1538f2,[],0,0,,Not relevant
"What products and services does Tamilnad Mercantile Bank offer, and which customer segments does it serve?",True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Tamilnad Mercantile Bank offers a traditional banking model with a heavy focus on gold loans, operating under a universal banking license. The bank serves retail, MSME (micro, small, and medium enterprises), and agricultural customer segments through its rural and semi-urban franchise.",Relevant
What is CSB Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,4868e74b-b807-4521-b395-c576e4eda387,[],0,3,The retrieved facts do not cover CSB Bank's ticker symbol or the stock exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of CSB Bank?",False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['GovernanceRole', 'HOLDS_ROLE']",1,1,The current MD & CEO of CSB Bank is Pralay Mondal.,Relevant
"What percentage of CSB Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",7,7,FIH Mauritius Investments Ltd held a 40.00% stake in CSB Bank as of December 2025. The retrieved facts do not cover any holding percentage for a government promoter.,Somewhat relevant
What was CSB Bank's CASA ratio in the most recently reported quarter?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,"CSB Bank reported a CASA ratio of 19% in the most recently reported quarter, Q1 FY27. Additionally, the bank recorded total deposits of ₹45,415 crore during the same period, representing a 26% year-on-year increase.",Relevant
What is CSB Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not cover CSB Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are CSB Bank's gross NPA and net NPA ratios?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,"For Q1 FY27, CSB Bank's gross NPA improved to 1.75% from 1.84%, while its net NPA decreased to 0.39% from 0.66%.",Relevant
"What is CSB Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,"CSB Bank maintained a capital adequacy ratio of 19.96% in Q1 FY27. However, the retrieved facts do not cover its CET1 ratio.",Somewhat relevant
What are CSB Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not cover CSB Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was CSB Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_METRIC', 'MetricObservation']",9,9,"CSB Bank reported total deposits of ₹45,415 crore, representing a 26% year-on-year increase in Q1 FY27. Additionally, the bank recorded net advances (loan book) of ₹40,309 crore for the same quarter, marking a 24% growth year-on-year.",Relevant
"What credit ratings has CSB Bank received, and from which rating agencies?",True,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['HAS_RATING'],0,3,The retrieved facts do not cover the credit ratings received by CSB Bank or the rating agencies that issued them.,Not relevant
"Roughly how many branches and ATMs does CSB Bank operate, and as of what date?",True,summary_fallback,4868e74b-b807-4521-b395-c576e4eda387,[],0,0,,Not relevant
"What products and services does CSB Bank offer, and which customer segments does it serve?",True,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['OFFERS_PRODUCT', 'SERVES']",0,3,"The retrieved facts do not cover the products, services, or customer segments offered and served by CSB Bank.",Not relevant
What is Bandhan Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,[],0,1,The retrieved facts do not cover Bandhan Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Bandhan Bank?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['GovernanceRole', 'HOLDS_ROLE']",1,1,"Partha Pratim Sengupta is the current MD & CEO of Bandhan Bank, having assumed the role after receiving RBI approval in October 2024.",Relevant
"What percentage of Bandhan Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",5,5,Bandhan Financial Holdings held a 39.98% promoter stake in Bandhan Bank as of December 2024. The provided facts do not contain information regarding a government promoter or the single largest shareholder beyond this promoter stake.,Somewhat relevant
What was Bandhan Bank's CASA ratio in the most recently reported quarter?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,"Bandhan Bank recorded a CASA ratio of 29.4% in the most recently reported quarter, Q1 FY27.",Relevant
What is Bandhan Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not cover Bandhan Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are Bandhan Bank's gross NPA and net NPA ratios?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,"Bandhan Bank reported an elevated gross NPA ratio of 3.1%. Additionally, the bank recorded an elevated net NPA ratio of 0.9%.",Relevant
"What is Bandhan Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,Bandhan Bank maintains a robust capital adequacy ratio (CRAR) of 18.2%. The retrieved facts do not disclose the CET1 ratio.,Relevant
What are Bandhan Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not cover Bandhan Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was Bandhan Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_METRIC', 'MetricObservation']",9,9,"The retrieved facts do not cover Bandhan Bank's total deposit growth for the latest quarter. However, the bank's gross advances reached ₹1,555.6 billion in Q1 FY27.",Somewhat relevant
"What credit ratings has Bandhan Bank received, and from which rating agencies?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['HAS_RATING'],2,2,"Bandhan Bank has received an AA- Stable rating on its non-convertible debentures and an A1+ rating on its certificates of deposit, both from the rating agency CRISIL as of September 30, 2025.",Relevant
"Roughly how many branches and ATMs does Bandhan Bank operate, and as of what date?",True,summary_fallback,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,[],0,1,"Bandhan Bank operates a network of roughly 6,350 banking outlets as of 30 June 2026. The retrieved facts do not provide a separate specific count for ATMs.",Somewhat relevant
"What products and services does Bandhan Bank offer, and which customer segments does it serve?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['OFFERS_PRODUCT', 'SERVES']",4,4,"Bandhan Bank provides banking and lending products and banking services, serving a customer base that includes retail, microfinance, and corporate customers, micro-entrepreneurs, the MSME sector, and rural and semi-urban unbanked households.",Relevant
What is Jammu & Kashmir Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,930d5dba-324f-4b48-8a80-c1685eab56ed,[],0,5,The retrieved facts do not cover Jammu & Kashmir Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Jammu & Kashmir Bank?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['GovernanceRole', 'HOLDS_ROLE']",1,1,"Amitava Chatterjee is the MD & CEO of Jammu & Kashmir Bank, having assumed the role in December 2024.",Relevant
"What percentage of Jammu & Kashmir Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",5,5,"The Government of Jammu & Kashmir acts as a promoter for Jammu & Kashmir Bank, with the Chief Secretary of the J&K government holding a 51.89% ownership stake in the bank as of June 2025.",Relevant
What was Jammu & Kashmir Bank's CASA ratio in the most recently reported quarter?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover Jammu & Kashmir Bank's CASA ratio for the most recently reported quarter.,Not relevant
What is Jammu & Kashmir Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover Jammu & Kashmir Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are Jammu & Kashmir Bank's gross NPA and net NPA ratios?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,"Jammu & Kashmir Bank reported a gross NPA ratio of 2.37% in Q1 FY27. However, the retrieved facts do not cover the net NPA ratio.",Somewhat relevant
"What is Jammu & Kashmir Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,Jammu & Kashmir Bank maintained a capital adequacy ratio of 16.67% under Basel III. The retrieved facts do not disclose the CET1 ratio.,Relevant
What are Jammu & Kashmir Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover Jammu & Kashmir Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was Jammu & Kashmir Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_METRIC', 'MetricObservation']",7,7,"In Q1 FY27, Jammu & Kashmir Bank reported total advances reaching ₹1,28,183.11 crore and total deposits of ₹1,73,420.33 crore. However, the provided facts do not contain information regarding the growth rates for either the loan book or deposits.",Somewhat relevant
"What credit ratings has Jammu & Kashmir Bank received, and from which rating agencies?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['HAS_RATING'],1,1,"Jammu & Kashmir Bank holds an AA- Stable credit rating from CARE Ratings on its Tier II Basel III bonds, as of September 15, 2025.",Somewhat relevant
"Roughly how many branches and ATMs does Jammu & Kashmir Bank operate, and as of what date?",False,summary_fallback,930d5dba-324f-4b48-8a80-c1685eab56ed,[],0,1,"Jammu & Kashmir Bank operates 1,008 branches as of December 2025, along with 1,436 ATMs.",Relevant
"What products and services does Jammu & Kashmir Bank offer, and which customer segments does it serve?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['OFFERS_PRODUCT', 'SERVES']",6,6,"Jammu & Kashmir Bank serves a diverse customer base comprising corporate clients, PSUs, artisans, farmers, government and semi-government employees, and households. The provided facts do not cover the specific products and services the bank offers.",Somewhat relevant
What is Dhanlaxmi Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,[],0,3,The retrieved facts do not cover Dhanlaxmi Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Dhanlaxmi Bank?",False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['GovernanceRole', 'HOLDS_ROLE']",2,2,"The current MD & CEO of Dhanlaxmi Bank is Ajith Kumar K.K., who assumed the role after receiving RBI approval in 2024.",Relevant
"What percentage of Dhanlaxmi Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",4,4,The retrieved facts do not cover the percentage held by a government promoter or the largest shareholder of Dhanlaxmi Bank.,Not relevant
What was Dhanlaxmi Bank's CASA ratio in the most recently reported quarter?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Dhanlaxmi Bank's CASA ratio for the most recently reported quarter.,Not relevant
What is Dhanlaxmi Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Dhanlaxmi Bank's net interest margin for the latest reported period.,Not relevant
What are Dhanlaxmi Bank's gross NPA and net NPA ratios?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,"As of Q1 FY27, Dhanlaxmi Bank's gross NPA improved sharply to 1.82%. However, the retrieved facts do not cover the net NPA ratio.",Somewhat relevant
"What is Dhanlaxmi Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Dhanlaxmi Bank's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are Dhanlaxmi Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,"The retrieved facts do not cover Dhanlaxmi Bank's return on assets (ROA) for the latest quarter. While the return on equity is noted as improving off a low base under the new management, a specific numeric figure for ROE is also not provided in the facts.",Not relevant
What was Dhanlaxmi Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover Dhanlaxmi Bank's total advances or deposit growth for the latest quarter.,Not relevant
"What credit ratings has Dhanlaxmi Bank received, and from which rating agencies?",False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['HAS_RATING'],1,1,"Dhanlaxmi Bank holds a BBB- Stable credit rating on its ₹150 crore Basel III Tier II bonds as of March 24, 2026. However, the retrieved facts do not specify which rating agencies issued this rating.",Somewhat relevant
"Roughly how many branches and ATMs does Dhanlaxmi Bank operate, and as of what date?",False,summary_fallback,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,[],0,1,Dhanlaxmi Bank operates 264 branches and 285 ATMs. The provided facts do not specify the date as of which these branch and ATM counts are current.,Somewhat relevant
"What products and services does Dhanlaxmi Bank offer, and which customer segments does it serve?",True,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['OFFERS_PRODUCT', 'SERVES']",0,3,"The retrieved facts do not cover the specific products and services Dhanlaxmi Bank offers, nor do they detail the customer segments it serves.",Not relevant
What is IDBI Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,[],0,4,The retrieved facts do not cover IDBI Bank's ticker symbol or the stock exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of IDBI Bank?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['GovernanceRole', 'HOLDS_ROLE']",2,2,"The current MD & CEO of IDBI Bank is Rakesh Sharma. Additionally, T. N. Manoharan serves as the chairman and part-time independent director of the bank.",Relevant
"What percentage of IDBI Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",2,2,"LIC holds the largest ownership stake in IDBI Bank at 49.24%, while the Government of India holds a 45.48% to 45.50% stake, both as of August 2025.",Relevant
What was IDBI Bank's CASA ratio in the most recently reported quarter?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover IDBI Bank's CASA ratio for the most recently reported quarter.,Not relevant
What is IDBI Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,"IDBI Bank reported a net interest margin of 3.61% for Q1 FY27. Additionally, the bank posted a Q1 FY27 net interest income of ₹3,486 crore.",Relevant
What are IDBI Bank's gross NPA and net NPA ratios?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,"IDBI Bank's gross NPA improved sharply to 2.98% from 4.53% a year earlier. However, the retrieved facts do not provide the net NPA ratio for the bank.",Somewhat relevant
"What is IDBI Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover IDBI Bank's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are IDBI Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not provide IDBI Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was IDBI Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_METRIC', 'MetricObservation']",6,6,The retrieved facts do not cover IDBI Bank's total advances (loan book) and deposit growth in the latest quarter.,Not relevant
"What credit ratings has IDBI Bank received, and from which rating agencies?",True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['HAS_RATING'],0,4,The retrieved facts do not cover the credit ratings or rating agencies associated with IDBI Bank.,Not relevant
"Roughly how many branches and ATMs does IDBI Bank operate, and as of what date?",True,summary_fallback,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,[],0,1,"IDBI Bank operates an extensive branch network with roughly 1,890 to 2,104 branches alongside a network of between 3,300 and 3,700 ATMs, though the specific date for these figures is not covered in the retrieved facts.",Somewhat relevant
"What products and services does IDBI Bank offer, and which customer segments does it serve?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['OFFERS_PRODUCT', 'SERVES']",4,4,"As part of its universal banking business, IDBI Bank offers its products and services to retail, corporate, MSME, and agricultural customer segments.",Somewhat relevant
What is AU Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,False,summary_fallback,5eac19fe-2076-46b7-a761-6a12c2542113,[],0,8,"AU Small Finance Bank's ticker symbol is AUBANK, and it trades on the NSE and BSE exchanges.",Relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of AU Small Finance Bank?",False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['GovernanceRole', 'HOLDS_ROLE']",1,1,"The current MD & CEO of AU Small Finance Bank is Sanjay Agarwal, who is also the founder.",Relevant
"What percentage of AU Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",4,4,The retrieved facts do not cover the percentage held by the government promoter or largest shareholder of AU Small Finance Bank.,Not relevant
What was AU Small Finance Bank's CASA ratio in the most recently reported quarter?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,"AU Small Finance Bank reported a CASA ratio of roughly 29% in Q1 FY27. Additionally, the bank recorded total deposits of ₹1,57,727 crore during the same quarter, representing a 24% year-on-year increase.",Relevant
What is AU Small Finance Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,AU Small Finance Bank reported a net interest margin of 5.9% for the latest reported period in Q1 FY27.,Relevant
What are AU Small Finance Bank's gross NPA and net NPA ratios?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,"In Q1 FY27, AU Small Finance Bank improved its gross NPA ratio to 2.10% year-on-year. Additionally, the bank's net NPA ratio improved to 0.76% year-on-year for the same period.",Relevant
"What is AU Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,"AU Small Finance Bank maintained a capital adequacy ratio (CRAR) of 18.9% in Q1 FY27. Additionally, the bank disclosed a CET1 ratio of 17.1% for the same period.",Relevant
What are AU Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,The retrieved facts do not cover AU Small Finance Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was AU Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_METRIC', 'MetricObservation']",13,13,"In Q1 FY27, AU Small Finance Bank reported gross advances of ₹1,44,250 crore, marking a 23% growth, while total deposits reached ₹1,57,727 crore, reflecting a 24% year-on-year increase.",Relevant
"What credit ratings has AU Small Finance Bank received, and from which rating agencies?",False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['HAS_RATING'],1,1,"AU Small Finance Bank received an AA Stable long-term entity rating from ICRA, which was reaffirmed on February 27, 2026.",Somewhat relevant
"Roughly how many branches and ATMs does AU Small Finance Bank operate, and as of what date?",True,summary_fallback,5eac19fe-2076-46b7-a761-6a12c2542113,[],0,1,"AU Small Finance Bank operates roughly 2,790 physical touchpoints across 21 states and four union territories as of March 2026. The retrieved facts do not provide a separate breakdown specifically for the number of branches and ATMs.",Somewhat relevant
"What products and services does AU Small Finance Bank offer, and which customer segments does it serve?",True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['OFFERS_PRODUCT', 'SERVES']",0,8,"AU Small Finance Bank offers core business services that include vehicle finance, MSME, retail, wholesale, and digital banking. The retrieved facts do not cover the specific customer segments it serves.",Somewhat relevant
What is Equitas Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,f6d9dd01-aa74-431c-a635-cc406184c407,[],0,4,The retrieved facts do not provide Equitas Small Finance Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Equitas Small Finance Bank?",False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['GovernanceRole', 'HOLDS_ROLE']",2,2,"Pathangi P. N. Vasudevan has served as the MD & CEO of Equitas Small Finance Bank since 2016. Additionally, Anil Sharma serves as the independent non-executive part-time chairman of the bank.",Relevant
"What percentage of Equitas Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",5,5,The retrieved facts do not cover the percentage of Equitas Small Finance Bank held by a government promoter or its largest shareholder.,Not relevant
What was Equitas Small Finance Bank's CASA ratio in the most recently reported quarter?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,Equitas Small Finance Bank reported a CASA ratio of 25% for Q1 FY27.,Relevant
What is Equitas Small Finance Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,Equitas Small Finance Bank reported a net interest margin of 7.24% on a daily-average basis.,Relevant
What are Equitas Small Finance Bank's gross NPA and net NPA ratios?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,"Equitas Small Finance Bank's gross NPA was in the 2.36-2.42% range in Q1 FY27, and its net NPA was reported in the range of 0.70-0.71%.",Relevant
