text,label
List stocks that gain from India rerouting.,T_Beneficiary
How closely does Bharat Electronics follow aviation turbine fuel prices?,T_PriceLinkage
How correlated is Mangalore Refinery with marine war-risk premium?,T_PriceLinkage
How do gross refining margin moves show up in State Bank of India P&L?,T_MacroTransmission
Which feedstocks are at risk from LNG curtailment?,T_SupplyDisruption
Does ONGC face feedstock shortage from Strait of Hormuz?,T_SupplyDisruption
How does transmission capacity limit New India Assurance?,T_ConstraintRisk
Which constraints gate Oil & Gas capex?,T_ConstraintRisk
What Oil & Gas names are linked to naphtha?,T_SectorExposure
How does tanker freight surge affect Solar Industries share price?,T_StockImpact
What land or water constraints affect Tata Power?,T_ConstraintRisk
What PE capital is entering Indian Defence?,T_InvestmentFlow
Which Insurance name has highest Gulf producers risk?,T_CompareExposure
Simulate de-escalation impact on bond yields.,T_EventScenario
Which NBFC is more sensitive to Singapore GRM?,T_CompareExposure
What policy tailwinds support Adani Ports?,T_RegulatoryImpact
Does Temasek have exposure to Indian Capital Goods?,T_InvestmentFlow
What subsidiaries does ICICI Lombard have?,T_OwnershipStructure
What capacity bottlenecks slow CSB Bank rollout?,T_ConstraintRisk
Which suppliers are disrupted by Saudi Arabia tension?,T_SupplyDisruption
How does carbon black shortage propagate to Defence?,T_SupplyDisruption
How correlated is CSB Bank with current account deficit?,T_PriceLinkage
List Telecom & Connectivity constituents exposed to geopolitical escalation.,T_SectorExposure
How dependent is India on Qatar for LNG?,T_TransitRisk
How does grid evacuation limit GAIL?,T_ConstraintRisk
Does ONGC track spot LNG price?,T_PriceLinkage
How does CPI shock affect Fertilisers demand?,T_MacroTransmission
Who wins from LNG curtailment in Indian markets?,T_Beneficiary
Walk through the causal links from base oil to RBI policy rate.,T_CausalChain
Who invests in GAIL?,T_InvestmentFlow
Name beneficiaries in Defence from geopolitical escalation.,T_Beneficiary
What regulatory risk does Coal India face in Aviation?,T_RegulatoryImpact
What is RBI rate impact on Cochin Shipyard?,T_MacroTransmission
How much of Mangalore Refinery's India CPI risk is hedged?,T_Hedging
What derivative hedges does Solar Industries run on current account deficit?,T_Hedging
What infrastructure constraints affect State Bank of India?,T_ConstraintRisk
Who is the more defensive name: Bharat Petroleum or Solar Industries?,T_CompareExposure
How do Brent crude price moves show up in Muthoot Finance P&L?,T_MacroTransmission
Which policy levers matter for Coal India in Insurance?,T_RegulatoryImpact
How do current account deficit moves show up in Coromandel International P&L?,T_MacroTransmission
Simulate de-escalation impact on gross refining margin.,T_EventScenario
How is Mangalore Refinery affected by fuel subsidy policy?,T_RegulatoryImpact
Who are the upside names if Hormuz disruption persists?,T_Beneficiary
How does oil supply shock lead to higher current account deficit?,T_CausalChain
Which sovereign funds invest in Indian Shipping & Logistics?,T_InvestmentFlow
Walk through the causal links from PVC resin to current account deficit.,T_CausalChain
How does InterGlobe Aviation manage current account deficit sensitivity?,T_Hedging
What share of imports passes Strait of Hormuz?,T_TransitRisk
What earnings line moves first when tanker freight rates shifts?,T_MacroTransmission
What import share transits Saudi Arabia for sulphur?,T_TransitRisk
What procurement risk does crude price rally create for Power Grid Corporation?,T_SupplyDisruption
How is GIC Re linked to USD/INR?,T_PriceLinkage
What risk mitigants does GIC Re use for geopolitical escalation?,T_Hedging
What FII flows affect Hindustan Unilever?,T_InvestmentFlow
Does Infosys face feedstock shortage from Gulf producers?,T_SupplyDisruption
Can Reliance Industries secure aviation turbine fuel if Saudi Arabia closes?,T_SupplyDisruption
What if India reroutes all cargo via Cape?,T_EventScenario
Who is the more defensive name: Bharat Electronics or Federal Bank?,T_CompareExposure
What derivative hedges does Infosys run on spot LNG price?,T_Hedging
How does current account deficit flow into Insurance valuations?,T_MacroTransmission
Which names are net beneficiaries of crude price rally?,T_Beneficiary
How does transmission capacity limit Oil India?,T_ConstraintRisk
Which group entities sit under Tata Power?,T_OwnershipStructure
What natural hedge does GIC Re have for oil supply shock?,T_Hedging
What percentage of LNG flows through Gulf producers?,T_TransitRisk
Can Cochin Shipyard secure naphtha if Saudi Arabia closes?,T_SupplyDisruption
Which suppliers are disrupted by Gulf producers tension?,T_SupplyDisruption
What intermediate nodes connect tanker freight surge and Adani Ports?,T_CausalChain
Does QIA have exposure to Indian Fertilisers?,T_InvestmentFlow
What macro channel links LNG curtailment to Tata Power?,T_MacroTransmission
Who gains when USD/INR rises?,T_Beneficiary
What constrains Muthoot Finance growth in AI infra?,T_ConstraintRisk
What procurement risk does Strait of Hormuz closure create for Netweb Technologies?,T_SupplyDisruption
Compare refining vs marketing exposure to marine war-risk spike.,T_CompareExposure
Which Capital Goods name has highest Gulf producers risk?,T_CompareExposure
How does a shock at India propagate to NTPC?,T_CausalChain
What supply bottlenecks hit Fertilisers from tanker freight surge?,T_SupplyDisruption
What happens to markets if INR depreciation doubles?,T_EventScenario
Map causality from marine war-risk spike to insurance stocks.,T_CausalChain
What policy tailwinds support ONGC?,T_RegulatoryImpact
What power availability risk hits CSB Bank?,T_ConstraintRisk
"If India shuts, how much crude oil supply is at risk?",T_TransitRisk
Who wins from tanker freight surge in Indian markets?,T_Beneficiary
How much of New India Assurance's Brent crude price risk is hedged?,T_Hedging
What policy tailwinds support GIC Re?,T_RegulatoryImpact
Downside scenario for Oil & Gas from LPG import disruption.,T_EventScenario
What is the stock impact of LNG curtailment on Coal India?,T_StockImpact
What natural hedge does New India Assurance have for geopolitical escalation?,T_Hedging
How does rerouting via Cape affect Netweb Technologies?,T_TransitRisk
What is the causal chain from oil supply shock to Singapore GRM?,T_CausalChain
What FII flows affect Chambal Fertilisers?,T_InvestmentFlow
What procurement risk does refinery outage create for GAIL?,T_SupplyDisruption
Which global funds are buying into ICICI Lombard?,T_InvestmentFlow
Which peer has greater bond yields exposure: Cholamandalam Investment or GAIL?,T_CompareExposure
What is Hormuz transit risk for Indian urea?,T_TransitRisk
Can Voltamp Transformers secure LNG if Gulf producers closes?,T_SupplyDisruption
How does CPI shock affect Metals & Mining demand?,T_MacroTransmission
Is Coromandel International exposed to Qatar shipping routes?,T_TransitRisk
Who benefits from higher Singapore GRM?,T_Beneficiary
Does a weaker rupee help or hurt Asian Paints?,T_MacroTransmission
Which regulations constrain Asian Paints margins?,T_RegulatoryImpact
Model escalation scenario for Saudi Arabia.,T_EventScenario
Model base and bull cases for Insurance after marine war-risk spike.,T_EventScenario
Map corporate structure of Bharat Petroleum.,T_OwnershipStructure
What policy tailwinds support Great Eastern Shipping?,T_RegulatoryImpact
How does GPU supply constrain data centre buildout?,T_ConstraintRisk
Enumerate Shipping & Logistics companies tied to LNG curtailment.,T_SectorExposure
What policy response affects Federal Bank after LNG curtailment?,T_RegulatoryImpact
How much of India's base oil import basket uses India?,T_TransitRisk
Show sector basket for geopolitical escalation impact.,T_SectorExposure
Track investment from Mubadala into Indian tech infra.,T_InvestmentFlow
Which policy levers matter for Adani Ports in Paints & Adhesives?,T_RegulatoryImpact
Does CSB Bank pass through bond yields changes?,T_PriceLinkage
What drives Tata Power selloff after Qatar tension?,T_StockImpact
What is Hormuz transit risk for Indian ammonia?,T_TransitRisk
How does Voltamp Transformers hedge against current account deficit?,T_Hedging
What FII flows affect Cholamandalam Investment?,T_InvestmentFlow
What is the Capital Goods peer set for Coromandel International?,T_SectorExposure
"Between ONGC and ONGC, who faces more marine war-risk spike risk?",T_CompareExposure
What supply interruptions follow geopolitical escalation?,T_SupplyDisruption
Rank Telecom & Connectivity stocks by gross refining margin sensitivity.,T_CompareExposure
Who benefits from higher bond yields?,T_Beneficiary
How does a shock at Oman propagate to Hindustan Petroleum?,T_CausalChain
How does CPI shock affect Capital Goods demand?,T_MacroTransmission
Map corporate structure of SpiceJet.,T_OwnershipStructure
What macro channel links Hormuz disruption to Cochin Shipyard?,T_MacroTransmission
How does Cape of Good Hope disruption cause changes in INR depreciation?,T_CausalChain
How is Solar Industries linked to current account deficit?,T_PriceLinkage
Which hedges reduce Voltamp Transformers oil exposure?,T_Hedging
How material is tanker freight surge for Asian Paints shareholders?,T_StockImpact
Which sovereign funds invest in Indian IT Services?,T_InvestmentFlow
How does excise duty change hit Voltamp Transformers?,T_RegulatoryImpact
Map Blackstone investments in Indian markets.,T_InvestmentFlow
Show ownership map for Cholamandalam Investment.,T_OwnershipStructure
Downside scenario for Aviation from crude price rally.,T_EventScenario
Downside scenario for Oil & Gas from refinery outage.,T_EventScenario
Which refiners benefit from spot LNG price widening?,T_Beneficiary
Model escalation scenario for Oman.,T_EventScenario
Which routes are affected if Oman closes?,T_TransitRisk
How much of Larsen & Toubro's USD/INR risk is hedged?,T_Hedging
What is the price linkage between LPG and Tata Motors?,T_PriceLinkage
How does sulphur price affect Bharat Electronics margins?,T_PriceLinkage
Benchmark Netweb Technologies against peers on USD/INR linkage.,T_CompareExposure
What risk mitigants does Cholamandalam Investment use for marine war-risk spike?,T_Hedging
Show transmission from base oil shock to Coromandel International.,T_CausalChain
Which Defence stocks should I screen for Oman risk?,T_SectorExposure
Which PE firms invest in data centre ecosystem?,T_InvestmentFlow
Map causality from Strait of Hormuz closure to insurance stocks.,T_CausalChain
How much of India's ammonia import basket uses Saudi Arabia?,T_TransitRisk
Benchmark GAIL against peers on USD/INR linkage.,T_CompareExposure
What equity risk does oil supply shock create for Power Grid Corporation?,T_StockImpact
Is Coromandel International vulnerable to LPG import disruption?,T_StockImpact
Which physical constraints bind Shipping & Logistics growth?,T_ConstraintRisk
Which stocks rally when RBI policy rate increases?,T_Beneficiary
What links Strait of Hormuz closure to Oil & Gas stocks?,T_CausalChain
What infrastructure constraints affect Larsen & Toubro?,T_ConstraintRisk
How does rerouting via Cape affect Hindustan Petroleum?,T_TransitRisk
Scenario analysis for LPG import disruption on Nifty energy.,T_EventScenario
Why is Bharat Petroleum moving on fertiliser subsidy bill news?,T_StockImpact
What FII flows affect GAIL?,T_InvestmentFlow
Which group entities sit under Chambal Fertilisers?,T_OwnershipStructure
Give me Defence players affected by oil shock.,T_SectorExposure
Which global funds are buying into Asian Paints?,T_InvestmentFlow
Run a bear case for Tata Motors under geopolitical escalation.,T_EventScenario
Explain how Red Sea disruption hits InterGlobe Aviation equity.,T_StockImpact
Compare Chambal Fertilisers and Indian Oil exposure to refinery outage.,T_CompareExposure
Which companies benefit from Strait of Hormuz closure?,T_Beneficiary
Does QIA have exposure to Indian Defence?,T_InvestmentFlow
Who is the more defensive name: Hindustan Unilever or GIC Re?,T_CompareExposure
What procurement risk does refinery outage create for Bharat Petroleum?,T_SupplyDisruption
Which is more exposed: ICICI Lombard or Reliance Industries?,T_CompareExposure
What supply bottlenecks hit Aviation from LNG curtailment?,T_SupplyDisruption
Which Aviation name has highest Qatar risk?,T_CompareExposure
What PE capital is entering Indian Insurance?,T_InvestmentFlow
Why did Larsen & Toubro fall after Red Sea headlines?,T_StockImpact
What JVs does Federal Bank operate?,T_OwnershipStructure
Does QIA have exposure to Indian Paints & Adhesives?,T_InvestmentFlow
Which Shipping & Logistics names are beneficiaries of Brent crude price?,T_Beneficiary
Does geopolitical escalation hurt Bharat Petroleum investors?,T_StockImpact
How does CPI shock affect Telecom & Connectivity demand?,T_MacroTransmission
Rank State Bank of India versus sector peers on Russia risk.,T_CompareExposure
Which NBFC is more sensitive to RBI policy rate?,T_CompareExposure
What is the Metals & Mining peer set for Oil India?,T_SectorExposure
How does gross refining margin feed into Defence earnings?,T_CausalChain
Quantify India's LNG dependence on Cape of Good Hope.,T_TransitRisk
Which input prices move with USD/INR for Mangalore Refinery?,T_PriceLinkage
List Fertilisers constituents exposed to LPG import disruption.,T_SectorExposure
Compare ICICI Lombard and Indian Oil exposure to marine war-risk spike.,T_CompareExposure
Who gains when Singapore GRM rises?,T_Beneficiary
What is the causal chain from geopolitical escalation to India CPI?,T_CausalChain
How do subsidy revisions change Asian Paints outlook?,T_RegulatoryImpact
How does INR depreciation impact Tata Motors?,T_MacroTransmission
Who owns InterGlobe Aviation?,T_OwnershipStructure
Why did Petronet LNG fall after Gulf producers headlines?,T_StockImpact
Which routes are affected if Russia closes?,T_TransitRisk
Map Warburg Pincin investments in Indian markets.,T_InvestmentFlow
Does Oil India have a natural offset to Strait of Hormuz closure?,T_Hedging
Which stocks rally when fertiliser subsidy bill increases?,T_Beneficiary
Which group entities sit under CSB Bank?,T_OwnershipStructure
What is the promoter shareholding in Shriram Finance?,T_OwnershipStructure
Which input prices move with Brent crude price for Solar Industries?,T_PriceLinkage
Explain how Cape of Good Hope disruption hits Mangalore Refinery equity.,T_StockImpact
What happens to markets if RBI policy rate doubles?,T_EventScenario
Which policy levers matter for ONGC in Aviation?,T_RegulatoryImpact
Which suppliers are disrupted by Red Sea tension?,T_SupplyDisruption
Model base and bull cases for Oil & Gas after geopolitical escalation.,T_EventScenario
Does New India Assurance have a natural offset to oil supply shock?,T_Hedging
What resource shortages cap Capital Goods expansion?,T_ConstraintRisk
How closely does Bharat Electronics follow carbon black prices?,T_PriceLinkage
What is the stock impact of Strait of Hormuz closure on SpiceJet?,T_StockImpact
How is Adani Ports protected from UAE disruption?,T_Hedging
Run a bear case for CSB Bank under LNG curtailment.,T_EventScenario
Does Bharat Petroleum track RBI policy rate?,T_PriceLinkage
Which is more exposed: Chambal Fertilisers or Reliance Industries?,T_CompareExposure
Which companies benefit from LPG import disruption?,T_Beneficiary
What is the Telecom & Connectivity peer set for Adani Ports?,T_SectorExposure
Which regulations constrain SpiceJet margins?,T_RegulatoryImpact
What earnings line moves first when fertiliser subsidy bill shifts?,T_MacroTransmission
List stocks that gain from Qatar rerouting.,T_Beneficiary
What constrains Tata Motors growth in AI infra?,T_ConstraintRisk
How does rerouting via Cape affect CSB Bank?,T_TransitRisk
Which physical constraints bind Insurance growth?,T_ConstraintRisk
How do subsidy revisions change Cochin Shipyard outlook?,T_RegulatoryImpact
Model base and bull cases for Aviation after marine war-risk spike.,T_EventScenario
Show all Shipping & Logistics names with Brent crude price linkage.,T_SectorExposure
How exposed is Cochin Shipyard to Strait of Hormuz closure?,T_StockImpact
How do LPG subsidy rules impact Hindustan Unilever?,T_RegulatoryImpact
How does urea price affect State Bank of India margins?,T_PriceLinkage
How does government intervention affect Paints & Adhesives?,T_RegulatoryImpact
What PE capital is entering Indian IT Services?,T_InvestmentFlow
How do subsidy revisions change Reliance Industries outlook?,T_RegulatoryImpact
Show sector basket for oil supply shock impact.,T_SectorExposure
Does Tata Motors offset tanker freight rates risk via FX hedges?,T_Hedging
Downside scenario for Capital Goods from crude price rally.,T_EventScenario
Which group entities sit under Petronet LNG?,T_OwnershipStructure
Enumerate Metals & Mining companies tied to crude price rally.,T_SectorExposure
What is the downside for Cholamandalam Investment from geopolitical escalation?,T_StockImpact
Model base and bull cases for Fertilisers after LPG import disruption.,T_EventScenario
How does Cholamandalam Investment hedge against RBI policy rate?,T_Hedging
Who wins from geopolitical escalation in Indian markets?,T_Beneficiary
How does Qatar chokepoint impact Indian energy imports?,T_TransitRisk
How is fertiliser subsidy linked to Larsen & Toubro?,T_RegulatoryImpact
Which sovereign funds invest in Indian Power & Utilities?,T_InvestmentFlow
Enumerate Telecom & Connectivity companies tied to Strait of Hormuz closure.,T_SectorExposure
How does INR depreciation impact Oil India?,T_MacroTransmission
Show transmission from sulphur shock to Hindustan Petroleum.,T_CausalChain
What derivative hedges does Coal India run on RBI policy rate?,T_Hedging
Does CAD widening hurt Hindustan Unilever?,T_MacroTransmission
What is RBI rate impact on New India Assurance?,T_MacroTransmission
Trace the path from Qatar to Adani Ports via India CPI.,T_CausalChain
"If Cape of Good Hope shuts, how much aviation turbine fuel supply is at risk?",T_TransitRisk
Who funds Adani Ports expansion?,T_InvestmentFlow
What regulatory risk does Coromandel International face in Oil & Gas?,T_RegulatoryImpact
Show all Banks & NBFCs names with RBI policy rate linkage.,T_SectorExposure
What is the downside for Petronet LNG from LPG import disruption?,T_StockImpact
Who profits from higher current account deficit in Defence?,T_Beneficiary
Downside scenario for Telecom & Connectivity from geopolitical escalation.,T_EventScenario
How does carbon black price affect GIC Re margins?,T_PriceLinkage
What capital flows into Defence from GIC?,T_InvestmentFlow
Which Oil & Gas names are beneficiaries of tanker freight rates?,T_Beneficiary
Benchmark SpiceJet against peers on USD/INR linkage.,T_CompareExposure
What natural hedge does Power Grid Corporation have for marine war-risk spike?,T_Hedging
How does CPI shock affect Aviation demand?,T_MacroTransmission
Which bottlenecks limit Insurance expansion?,T_ConstraintRisk
What government action caps InterGlobe Aviation pricing?,T_RegulatoryImpact
Explain hedging strategy of Cochin Shipyard for Singapore GRM.,T_Hedging
What subsidiaries does Netweb Technologies have?,T_OwnershipStructure
Who funds GIC Re expansion?,T_InvestmentFlow
How does rerouting via Cape affect Asian Paints?,T_TransitRisk
Who is the parent of Bajaj Finance?,T_OwnershipStructure
List subsidiaries under Tata Motors.,T_OwnershipStructure
What supply chain risk does Red Sea pose for ONGC?,T_SupplyDisruption
Is Adani Green Energy exposed to UAE shipping routes?,T_TransitRisk
What equity risk does oil supply shock create for Asian Paints?,T_StockImpact
What is Mangalore Refinery's equity sensitivity to marine war-risk spike?,T_StockImpact
How does transmission capacity limit Mangalore Refinery?,T_ConstraintRisk
Stress test Solar Industries for prolonged geopolitical escalation.,T_EventScenario
List stocks that gain from Cape of Good Hope rerouting.,T_Beneficiary
Show all Metals & Mining names with fertiliser subsidy bill linkage.,T_SectorExposure
Run a bear case for Asian Paints under crude price rally.,T_EventScenario
How do INR depreciation moves show up in Petronet LNG P&L?,T_MacroTransmission
Does Power Grid Corporation face feedstock shortage from Red Sea?,T_SupplyDisruption
Link Hindustan Petroleum earnings to Singapore GRM.,T_PriceLinkage
Compare Hindustan Unilever and Indian Oil exposure to tanker freight surge.,T_CompareExposure
Rank Bharat Petroleum versus sector peers on Red Sea risk.,T_CompareExposure
Explain the knock-on effect from Oman to bond yields.,T_CausalChain
Track investment from Blackstone into Indian tech infra.,T_InvestmentFlow
Who profits from higher Brent crude price in Fertilisers?,T_Beneficiary
What if war-risk premium stays at 5%?,T_EventScenario
What commodities drive New India Assurance cost base?,T_PriceLinkage
Which feedstocks are at risk from refinery outage?,T_SupplyDisruption
Does Shriram Finance face feedstock shortage from Cape of Good Hope?,T_SupplyDisruption
What is RBI rate impact on Hindustan Unilever?,T_MacroTransmission
Is Asian Paints vulnerable to LPG import disruption?,T_StockImpact
Stress test Mangalore Refinery for prolonged geopolitical escalation.,T_EventScenario
How much of Great Eastern Shipping's bond yields risk is hedged?,T_Hedging
How exposed is Shriram Finance to Hormuz disruption?,T_StockImpact
Rank Shipping & Logistics stocks by India CPI sensitivity.,T_CompareExposure
Which peer has greater bond yields exposure: CSB Bank or GAIL?,T_CompareExposure
Which Refining stocks are in the Hormuz theme?,T_SectorExposure
List Insurance constituents exposed to oil supply shock.,T_SectorExposure
How does bond yields feed into Capital Goods earnings?,T_CausalChain
What is the Banks & NBFCs peer set for Chambal Fertilisers?,T_SectorExposure
Which stocks rally when Singapore GRM increases?,T_Beneficiary
What Aviation names are linked to naphtha?,T_SectorExposure
What resource shortages cap IT Services expansion?,T_ConstraintRisk
What subsidiaries does Tata Motors have?,T_OwnershipStructure
Show transmission from LNG shock to GIC Re.,T_CausalChain
How much of ONGC's fertiliser subsidy bill risk is hedged?,T_Hedging
What commodities drive Bharat Electronics cost base?,T_PriceLinkage
How does Saudi Arabia disruption cause changes in fertiliser subsidy bill?,T_CausalChain
Who benefits from higher INR depreciation?,T_Beneficiary
How vulnerable is Shriram Finance's base oil sourcing to Red Sea?,T_SupplyDisruption
How sensitive is SpiceJet to a RBI policy rate spike?,T_MacroTransmission
How much of Muthoot Finance's Singapore GRM risk is hedged?,T_Hedging
What is the promoter shareholding in NTPC?,T_OwnershipStructure
Who is the more defensive name: Cholamandalam Investment or Tata Motors?,T_CompareExposure
How does CRGO steel shortage impact transformers?,T_ConstraintRisk
Who is the more defensive name: CSB Bank or Adani Ports?,T_CompareExposure
Where is KKR deploying capital in India?,T_InvestmentFlow
What percentage of LNG flows through Saudi Arabia?,T_TransitRisk
Map QIA investments in Indian markets.,T_InvestmentFlow
Explain the knock-on effect from Saudi Arabia to spot LNG price.,T_CausalChain
What is RBI rate impact on Voltamp Transformers?,T_MacroTransmission
Which routes are affected if Qatar closes?,T_TransitRisk
What is the beta of Adani Green Energy to India CPI?,T_PriceLinkage
What capital flows into Fertilisers from KKR?,T_InvestmentFlow
Does CAD widening hurt Larsen & Toubro?,T_MacroTransmission
How does naphtha price impact Tata Power?,T_PriceLinkage
What is Muthoot Finance's equity sensitivity to LNG curtailment?,T_StockImpact
Is State Bank of India regulated on crude oil pricing?,T_RegulatoryImpact
Map causality from LPG import disruption to insurance stocks.,T_CausalChain
What is the mechanism from LNG curtailment to bank stocks?,T_CausalChain
What protects GIC Re margins from urea spikes?,T_Hedging
Link State Bank of India earnings to marine war-risk premium.,T_PriceLinkage
How does LNG curtailment affect State Bank of India share price?,T_StockImpact
Name beneficiaries in IT Services from Strait of Hormuz closure.,T_Beneficiary
What happens to Petronet LNG when Brent crude price rises?,T_MacroTransmission
Is Voltamp Transformers pricing indexed to marine war-risk premium?,T_PriceLinkage
Why did GAIL fall after UAE headlines?,T_StockImpact
Who is the parent of Netweb Technologies?,T_OwnershipStructure
Map Aviation exposure to bond yields.,T_SectorExposure
Which Oil & Gas stocks should I screen for UAE risk?,T_SectorExposure
How does oil supply shock lead to higher bond yields?,T_CausalChain
How does INR depreciation impact ONGC?,T_MacroTransmission
What happens to markets if spot LNG price doubles?,T_EventScenario
What capacity bottlenecks slow Mangalore Refinery rollout?,T_ConstraintRisk
What subsidiaries does Adani Ports have?,T_OwnershipStructure
Which companies benefit from tanker freight surge?,T_Beneficiary
Scenario analysis for tanker freight surge on Nifty energy.,T_EventScenario
Link Larsen & Toubro earnings to Brent crude price.,T_PriceLinkage
Which IT Services name has highest Qatar risk?,T_CompareExposure
Walk through the causal links from ammonia to marine war-risk premium.,T_CausalChain
Who profits from higher current account deficit in Metals & Mining?,T_Beneficiary
How do freight rates transmit to Hindustan Unilever costs?,T_MacroTransmission
What is the stock impact of crude price rally on Power Grid Corporation?,T_StockImpact
Name beneficiaries in Fertilisers from LNG curtailment.,T_Beneficiary
What power availability risk hits Solar Industries?,T_ConstraintRisk
How does LNG curtailment affect Voltamp Transformers?,T_SupplyDisruption
What derivative hedges does Coal India run on gross refining margin?,T_Hedging
Is Netweb Technologies a casualty of Brent crude price volatility?,T_StockImpact
Does Infosys pass through marine war-risk premium changes?,T_PriceLinkage
Which policy levers matter for Netweb Technologies in Telecom & Connectivity?,T_RegulatoryImpact
Who is the parent of GIC Re?,T_OwnershipStructure
Which bottlenecks limit Capital Goods expansion?,T_ConstraintRisk
Run a bear case for Shriram Finance under oil supply shock.,T_EventScenario
Which policy levers matter for Adani Green Energy in Power & Utilities?,T_RegulatoryImpact
What capacity bottlenecks slow Infosys rollout?,T_ConstraintRisk
How does Russia disruption cause changes in gross refining margin?,T_CausalChain
What is the mechanism from oil supply shock to bank stocks?,T_CausalChain
What supply bottlenecks hit Capital Goods from crude price rally?,T_SupplyDisruption
How does CPI shock affect Refining demand?,T_MacroTransmission
Who is the parent of Shriram Finance?,T_OwnershipStructure
Does Asian Paints hold stakes in other listed entities?,T_OwnershipStructure
List Indian winners from Qatar disruption.,T_Beneficiary
What commodities drive Indian Oil cost base?,T_PriceLinkage
How does base oil price affect Hindustan Petroleum margins?,T_PriceLinkage
What if Gulf producers disruption lasts six months?,T_EventScenario
Is Chambal Fertilisers exposed to Cape of Good Hope shipping routes?,T_TransitRisk
Walk through the causal links from PVC resin to fertiliser subsidy bill.,T_CausalChain
Explain hedging strategy of Adani Green Energy for tanker freight rates.,T_Hedging
Which group company controls Tata Power?,T_OwnershipStructure
Model base and bull cases for Fertilisers after refinery outage.,T_EventScenario
What percentage of LNG flows through UAE?,T_TransitRisk
What Insurance names are linked to ammonia?,T_SectorExposure
Scenario analysis for Hormuz disruption on Nifty energy.,T_EventScenario
Who are the upside names if oil supply shock persists?,T_Beneficiary
What subsidiaries does Bajaj Finance have?,T_OwnershipStructure
Who gains when Brent crude price rises?,T_Beneficiary
Is Muthoot Finance regulated on urea pricing?,T_RegulatoryImpact
Which sovereign funds invest in Indian Aviation?,T_InvestmentFlow
What regulatory overhang exists for NTPC?,T_RegulatoryImpact
How vulnerable is Tata Motors's LPG sourcing to Oman?,T_SupplyDisruption
What derivative hedges does Reliance Industries run on RBI policy rate?,T_Hedging
How do LPG subsidy rules impact Tata Power?,T_RegulatoryImpact
Where is ADIA deploying capital in India?,T_InvestmentFlow
Which input prices move with INR depreciation for GAIL?,T_PriceLinkage
Does Bharat Electronics face feedstock shortage from Strait of Hormuz?,T_SupplyDisruption
Break down Shipping & Logistics sensitivity to INR depreciation.,T_SectorExposure
Who benefits from higher tanker freight rates?,T_Beneficiary
Which peer has greater Singapore GRM exposure: GAIL or GAIL?,T_CompareExposure
What capacity bottlenecks slow Oil India rollout?,T_ConstraintRisk
How do subsidy revisions change Coal India outlook?,T_RegulatoryImpact
Which inputs become scarce after LPG import disruption?,T_SupplyDisruption
Does SpiceJet face feedstock shortage from Russia?,T_SupplyDisruption
What is the beta of Oil India to INR depreciation?,T_PriceLinkage
How does rerouting via Cape affect Infosys?,T_TransitRisk
Where is Warburg Pincin deploying capital in India?,T_InvestmentFlow
What is the transmission channel from LPG import disruption to Telecom & Connectivity?,T_CausalChain
How do freight rates transmit to Oil India costs?,T_MacroTransmission
Who owns Coromandel International?,T_OwnershipStructure
How do LPG subsidy rules impact Shriram Finance?,T_RegulatoryImpact
What power availability risk hits GIC Re?,T_ConstraintRisk
How does INR depreciation impact Muthoot Finance?,T_MacroTransmission
What is transit exposure of aviation turbine fuel via Strait of Hormuz?,T_TransitRisk
Who is the parent of SpiceJet?,T_OwnershipStructure
What government action caps GAIL pricing?,T_RegulatoryImpact
Does CAD widening hurt GAIL?,T_MacroTransmission
"If Saudi Arabia shuts, how much naphtha supply is at risk?",T_TransitRisk
Is Tata Motors pricing indexed to tanker freight rates?,T_PriceLinkage
How closely does Mangalore Refinery follow LPG prices?,T_PriceLinkage
Who gains when India CPI rises?,T_Beneficiary
How does a shock at India propagate to Oil India?,T_CausalChain
Model base and bull cases for Metals & Mining after geopolitical escalation.,T_EventScenario
What power availability risk hits NTPC?,T_ConstraintRisk
Break down Defence sensitivity to marine war-risk premium.,T_SectorExposure
What percentage of LNG flows through Cape of Good Hope?,T_TransitRisk
Compare refining vs marketing exposure to LPG import disruption.,T_CompareExposure
How does gross refining margin feed into Power & Utilities earnings?,T_CausalChain
What is Hormuz transit risk for Indian LNG?,T_TransitRisk
List Paints & Adhesives constituents exposed to crude price rally.,T_SectorExposure
What macro channel links LPG import disruption to Muthoot Finance?,T_MacroTransmission
Which peer has greater Singapore GRM exposure: Bharat Electronics or GAIL?,T_CompareExposure
What land or water constraints affect GAIL?,T_ConstraintRisk
What FII flows affect Bharat Electronics?,T_InvestmentFlow
What if Strait of Hormuz disruption lasts six months?,T_EventScenario
Why did Muthoot Finance fall after Saudi Arabia headlines?,T_StockImpact
What is the stock impact of Strait of Hormuz closure on Asian Paints?,T_StockImpact
Is Tata Power realization tied to Brent?,T_PriceLinkage
What percentage of LNG flows through Oman?,T_TransitRisk
Track investment from QIA into Indian tech infra.,T_InvestmentFlow
Scenario analysis for LNG curtailment on Nifty energy.,T_EventScenario
Who gains when INR depreciation rises?,T_Beneficiary
What risk mitigants does InterGlobe Aviation use for oil supply shock?,T_Hedging
Walk through the causal links from base oil to current account deficit.,T_CausalChain
How does LNG curtailment affect Netweb Technologies?,T_SupplyDisruption
Which is more exposed: GIC Re or Reliance Industries?,T_CompareExposure
Who profits from higher spot LNG price in Insurance?,T_Beneficiary
What FII flows affect ONGC?,T_InvestmentFlow
