text,formica_label
Is City Union Bank's net NPA ratio approximately equal to Jana Small Finance Bank's?,F_CompApprox
Does Utkarsh Small Finance Bank sit at about the same total advances as Bank of Maharashtra?,F_CompApprox
Does ESAF Small Finance Bank sit at about the same earnings per share as Kotak Mahindra Bank?,F_CompApprox
Does Canara Bank sit at about the same net interest margin as Punjab & Sind Bank?,F_CompApprox
Which banks have roughly the same book value per share as Jana Small Finance Bank?,F_CompApprox
Which banks have roughly the same slippage ratio as Dhanlaxmi Bank?,F_CompApprox
Does South Indian Bank sit at about the same total deposits as Indian Overseas Bank?,F_CompApprox
Is Federal Bank's capital adequacy ratio approximately equal to Equitas Small Finance Bank's?,F_CompApprox
Is City Union Bank's cost-to-income ratio approximately equal to Jana Small Finance Bank's?,F_CompApprox
Is Central Bank of India's slippage ratio approximately equal to RBL Bank's?,F_CompApprox
Is RBL Bank's earnings per share approximately equal to ICICI Bank's?,F_CompApprox
Is Equitas Small Finance Bank's book value per share approximately equal to Federal Bank's?,F_CompApprox
Which banks have roughly the same CASA ratio as Bank of Baroda?,F_CompApprox
Which banks have roughly the same net profit as HDFC Bank?,F_CompApprox
Which banks have roughly the same net profit as Tamilnad Mercantile Bank?,F_CompApprox
Is City Union Bank's net profit approximately equal to Punjab National Bank's?,F_CompApprox
Does IDFC FIRST Bank sit at about the same cost-to-income ratio as Kotak Mahindra Bank?,F_CompApprox
Which banks have roughly the same gross NPA ratio as Indian Overseas Bank?,F_CompApprox
Which banks have roughly the same gross NPA ratio as Dhanlaxmi Bank?,F_CompApprox
Does Tamilnad Mercantile Bank sit at about the same capital adequacy ratio as Ujjivan Small Finance Bank?,F_CompApprox
Does Jammu & Kashmir Bank sit at about the same cost-to-income ratio as CSB Bank?,F_CompApprox
Is Federal Bank's return on equity approximately equal to State Bank of India's?,F_CompApprox
Is ESAF Small Finance Bank's total advances approximately equal to AU Small Finance Bank's?,F_CompApprox
Which banks have roughly the same operating profit as Union Bank of India?,F_CompApprox
Does Punjab National Bank sit at about the same credit-deposit ratio as Karur Vysya Bank?,F_CompApprox
Does IDFC FIRST Bank sit at about the same CET1 ratio as Karur Vysya Bank?,F_CompApprox
Which banks have roughly the same return on equity as DCB Bank?,F_CompApprox
Does Bank of India sit at about the same CASA ratio as Jana Small Finance Bank?,F_CompApprox
Which banks have roughly the same book value per share as IDFC FIRST Bank?,F_CompApprox
Is Jana Small Finance Bank's return on equity approximately equal to Union Bank of India's?,F_CompApprox
Does Jammu & Kashmir Bank sit at about the same operating profit as IndusInd Bank?,F_CompApprox
Is Bandhan Bank's slippage ratio approximately equal to Bank of Baroda's?,F_CompApprox
Does Axis Bank sit at about the same total deposits as CSB Bank?,F_CompApprox
Which banks have roughly the same CASA ratio as Indian Overseas Bank?,F_CompApprox
How many banks rank above Indian Bank by earnings per share?,F_CompCountMore
How many banks have a higher gross NPA ratio than Kotak Mahindra Bank?,F_CompCountMore
How many banks rank above Karur Vysya Bank by book value per share?,F_CompCountMore
Count the lenders that exceed Jammu & Kashmir Bank on return on equity.,F_CompCountMore
Count the lenders that exceed Ujjivan Small Finance Bank on capital adequacy ratio.,F_CompCountMore
Count the lenders that exceed Union Bank of India on provision coverage ratio.,F_CompCountMore
Total up the banks whose net interest margin exceeds CSB Bank's.,F_CompCountMore
Count the lenders that exceed Federal Bank on return on equity.,F_CompCountMore
Total up the banks whose net profit exceeds CSB Bank's.,F_CompCountMore
How many lenders post a bigger book value per share than IndusInd Bank?,F_CompCountMore
Count the lenders that exceed Indian Overseas Bank on capital adequacy ratio.,F_CompCountMore
Give me the number of banks ahead of Bank of Maharashtra on CASA ratio.,F_CompCountMore
Total up the banks whose return on equity exceeds AU Small Finance Bank's.,F_CompCountMore
Give me the number of banks ahead of Yes Bank on total deposits.,F_CompCountMore
What is the count of institutions above Karur Vysya Bank on return on assets?,F_CompCountMore
Count the lenders that exceed Tamilnad Mercantile Bank on operating profit.,F_CompCountMore
Total up the banks whose CET1 ratio exceeds RBL Bank's.,F_CompCountMore
Count the lenders that exceed Indian Bank on CET1 ratio.,F_CompCountMore
How many lenders post a bigger earnings per share than Indian Overseas Bank?,F_CompCountMore
What is the count of institutions above Central Bank of India on gross NPA ratio?,F_CompCountMore
Total up the banks whose CASA ratio exceeds AU Small Finance Bank's.,F_CompCountMore
Count the lenders that exceed IndusInd Bank on credit-deposit ratio.,F_CompCountMore
How many lenders post a bigger credit-deposit ratio than Ujjivan Small Finance Bank?,F_CompCountMore
Count the lenders that exceed South Indian Bank on provision coverage ratio.,F_CompCountMore
How many lenders post a bigger capital adequacy ratio than Indian Overseas Bank?,F_CompCountMore
How many banks have a higher total advances than IDFC FIRST Bank?,F_CompCountMore
Total up the banks whose provision coverage ratio exceeds Indian Bank's.,F_CompCountMore
Total up the banks whose total advances exceeds Karnataka Bank's.,F_CompCountMore
How many banks have a higher return on equity than Axis Bank?,F_CompCountMore
What is the count of institutions above Karur Vysya Bank on return on equity?,F_CompCountMore
Total up the banks whose CASA ratio exceeds Suryoday Small Finance Bank's.,F_CompCountMore
Give me the number of banks ahead of Canara Bank on net NPA ratio.,F_CompCountMore
Total up the banks whose capital adequacy ratio exceeds RBL Bank's.,F_CompCountMore
How many banks rank above Federal Bank by net NPA ratio?,F_CompCountMore
How many lenders post a bigger return on equity than Bank of Baroda?,F_CompCountMore
How many lenders post a bigger provision coverage ratio than Federal Bank?,F_CompCountMore
How many banks have a higher CET1 ratio than Utkarsh Small Finance Bank?,F_CompCountMore
What is the count of institutions above Jana Small Finance Bank on return on assets?,F_CompCountMore
Give me the number of banks ahead of Karnataka Bank on earnings per share.,F_CompCountMore
What is the count of institutions above DCB Bank on operating profit?,F_CompCountMore
How many lenders post a bigger return on assets than RBL Bank?,F_CompCountMore
How many banks have a higher return on assets than Ujjivan Small Finance Bank?,F_CompCountMore
Total up the banks whose net NPA ratio exceeds Bank of Baroda's.,F_CompCountMore
Give me the number of banks ahead of City Union Bank on gross NPA ratio.,F_CompCountMore
How many banks rank above Axis Bank by net interest margin?,F_CompCountMore
What is the count of institutions above ICICI Bank on operating profit?,F_CompCountMore
Total up the banks whose credit-deposit ratio exceeds Axis Bank's.,F_CompCountMore
How many banks rank above Utkarsh Small Finance Bank by return on equity?,F_CompCountMore
Give me the number of banks ahead of AU Small Finance Bank on earnings per share.,F_CompCountMore
Total up the banks whose CET1 ratio exceeds HDFC Bank's.,F_CompCountMore
Total up the banks whose operating profit exceeds Yes Bank's.,F_CompCountMore
How many banks rank above South Indian Bank by net profit?,F_CompCountMore
Count the lenders that exceed IDFC FIRST Bank on net NPA ratio.,F_CompCountMore
Count the lenders that exceed Ujjivan Small Finance Bank on provision coverage ratio.,F_CompCountMore
Total up the banks whose capital adequacy ratio exceeds Axis Bank's.,F_CompCountMore
Total up the banks whose cost-to-income ratio exceeds Indian Overseas Bank's.,F_CompCountMore
How many lenders post a bigger operating profit than UCO Bank?,F_CompCountMore
How many lenders post a bigger credit-deposit ratio than Bandhan Bank?,F_CompCountMore
What is the count of institutions above Punjab National Bank on total deposits?,F_CompCountMore
How many banks have a higher earnings per share than Union Bank of India?,F_CompCountMore
Count the lenders that exceed Dhanlaxmi Bank on CET1 ratio.,F_CompCountMore
What is the count of institutions above Utkarsh Small Finance Bank on book value per share?,F_CompCountMore
How many banks have a higher capital adequacy ratio than CSB Bank?,F_CompCountMore
What is the count of institutions above AU Small Finance Bank on total deposits?,F_CompCountMore
What is the count of institutions above Bank of India on earnings per share?,F_CompCountMore
Total up the banks whose net interest margin exceeds Tamilnad Mercantile Bank's.,F_CompCountMore
Count the lenders that exceed City Union Bank on net profit.,F_CompCountMore
How many banks rank above IDFC FIRST Bank by net interest margin?,F_CompCountMore
How many banks rank above Bank of Baroda by return on assets?,F_CompCountMore
What is the count of institutions above Union Bank of India on total deposits?,F_CompCountMore
Give me the number of banks ahead of Axis Bank on net profit.,F_CompCountMore
How many banks rank above Suryoday Small Finance Bank by net interest margin?,F_CompCountMore
Total up the banks whose return on assets exceeds Karur Vysya Bank's.,F_CompCountMore
Give me the number of banks ahead of Bank of Maharashtra on provision coverage ratio.,F_CompCountMore
How many banks rank above Indian Bank by credit-deposit ratio?,F_CompCountMore
Give me the number of banks ahead of State Bank of India on net interest margin.,F_CompCountMore
How many banks rank above Bank of India by return on equity?,F_CompCountMore
Total up the banks whose cost-to-income ratio exceeds Jana Small Finance Bank's.,F_CompCountMore
Give me the number of banks ahead of Suryoday Small Finance Bank on total deposits.,F_CompCountMore
How many banks have a higher net profit than AU Small Finance Bank?,F_CompCountMore
What is the count of institutions above IDFC FIRST Bank on total deposits?,F_CompCountMore
How many banks have a higher credit-deposit ratio than Karur Vysya Bank?,F_CompCountMore
How many lenders post a bigger net interest margin than Punjab & Sind Bank?,F_CompCountMore
Count the lenders that exceed Axis Bank on net profit.,F_CompCountMore
How many banks have a higher operating profit than City Union Bank?,F_CompCountMore
Total up the banks whose capital adequacy ratio exceeds Yes Bank's.,F_CompCountMore
Give me the number of banks ahead of RBL Bank on provision coverage ratio.,F_CompCountMore
How many banks rank above CSB Bank by slippage ratio?,F_CompCountMore
How many lenders post a bigger operating profit than Karnataka Bank?,F_CompCountMore
How many banks have a higher total deposits than Punjab & Sind Bank?,F_CompCountMore
How many lenders post a bigger CASA ratio than Equitas Small Finance Bank?,F_CompCountMore
How many banks rank above South Indian Bank by net NPA ratio?,F_CompCountMore
How many banks rank above Axis Bank by cost-to-income ratio?,F_CompCountMore
How many banks have a higher total advances than Canara Bank?,F_CompCountMore
What is the count of institutions above Yes Bank on net interest margin?,F_CompCountMore
How many lenders post a bigger CASA ratio than ESAF Small Finance Bank?,F_CompCountMore
How many lenders post a bigger book value per share than Jana Small Finance Bank?,F_CompCountMore
Give me the number of banks ahead of Utkarsh Small Finance Bank on slippage ratio.,F_CompCountMore
How many banks rank above ESAF Small Finance Bank by gross NPA ratio?,F_CompCountMore
How many banks have a higher net NPA ratio than Punjab & Sind Bank?,F_CompCountMore
How many lenders post a bigger earnings per share than Kotak Mahindra Bank?,F_CompCountMore
What is the count of institutions above UCO Bank on capital adequacy ratio?,F_CompCountMore
Count the lenders that exceed Bank of Maharashtra on CET1 ratio.,F_CompCountMore
Count the lenders that exceed Kotak Mahindra Bank on book value per share.,F_CompCountMore
How many lenders post a bigger gross NPA ratio than State Bank of India?,F_CompCountMore
How many banks have a higher net profit than Punjab & Sind Bank?,F_CompCountMore
How many banks rank above Punjab National Bank by book value per share?,F_CompCountMore
Total up the banks whose total deposits exceeds ICICI Bank's.,F_CompCountMore
Total up the banks whose total advances exceeds Yes Bank's.,F_CompCountMore
Total up the banks whose total deposits exceeds State Bank of India's.,F_CompCountMore
Give me the number of banks ahead of Yes Bank on operating profit.,F_CompCountMore
How many banks have a higher earnings per share than HDFC Bank?,F_CompCountMore
Count the lenders that exceed Canara Bank on net interest margin.,F_CompCountMore
What is the count of institutions above Indian Overseas Bank on earnings per share?,F_CompCountMore
How many banks have a higher net interest margin than Punjab & Sind Bank?,F_CompCountMore
How many banks have a higher slippage ratio than IndusInd Bank?,F_CompCountMore
Total up the banks whose operating profit exceeds CSB Bank's.,F_CompCountMore
Count the lenders that exceed Kotak Mahindra Bank on CET1 ratio.,F_CompCountMore
How many banks have a higher book value per share than City Union Bank?,F_CompCountMore
How many banks have a higher cost-to-income ratio than Axis Bank?,F_CompCountMore
How many banks have a higher total deposits than Indian Overseas Bank?,F_CompCountMore
Count the lenders that exceed Bank of India on capital adequacy ratio.,F_CompCountMore
How many banks have a higher provision coverage ratio than State Bank of India?,F_CompCountMore
How many lenders post a bigger slippage ratio than Indian Bank?,F_CompCountMore
Give me the number of banks ahead of ICICI Bank on book value per share.,F_CompCountMore
Total up the banks whose earnings per share exceeds Bank of Maharashtra's.,F_CompCountMore
How many lenders post a bigger book value per share than Suryoday Small Finance Bank?,F_CompCountMore
Total up the banks whose provision coverage ratio exceeds Federal Bank's.,F_CompCountMore
How many lenders post a bigger operating profit than State Bank of India?,F_CompCountMore
Count the lenders that exceed DCB Bank on CET1 ratio.,F_CompCountMore
How many banks rank above IDFC FIRST Bank by capital adequacy ratio?,F_CompCountMore
Total up the banks whose total advances exceeds Jana Small Finance Bank's.,F_CompCountMore
What is the count of institutions above Canara Bank on net profit?,F_CompCountMore
How many banks rank above Yes Bank by gross NPA ratio?,F_CompCountMore
Give me the number of banks ahead of AU Small Finance Bank on cost-to-income ratio.,F_CompCountMore
How many lenders post a bigger provision coverage ratio than Jammu & Kashmir Bank?,F_CompCountMore
Total up the banks whose total advances exceeds Punjab & Sind Bank's.,F_CompCountMore
How many banks have a higher gross NPA ratio than HDFC Bank?,F_CompCountMore
How many banks rank above Federal Bank by earnings per share?,F_CompCountMore
How many lenders post a bigger net interest margin than Indian Overseas Bank?,F_CompCountMore
Count the lenders that exceed Dhanlaxmi Bank on slippage ratio.,F_CompCountMore
Count the lenders that exceed Bank of Maharashtra on net interest margin.,F_CompCountMore
How many banks have a higher return on assets than DCB Bank?,F_CompCountMore
Count the lenders that exceed DCB Bank on book value per share.,F_CompCountMore
Count the lenders that exceed Union Bank of India on slippage ratio.,F_CompCountMore
Total up the banks whose CET1 ratio exceeds Jammu & Kashmir Bank's.,F_CompCountMore
How many lenders post a bigger net NPA ratio than HDFC Bank?,F_CompCountMore
How many banks rank above Equitas Small Finance Bank by gross NPA ratio?,F_CompCountMore
Give me the number of banks ahead of ICICI Bank on total deposits.,F_CompCountMore
Total up the banks whose total advances exceeds ESAF Small Finance Bank's.,F_CompCountMore
What is the count of institutions above Jammu & Kashmir Bank on net profit?,F_CompCountMore
How many banks have a higher total deposits than Tamilnad Mercantile Bank?,F_CompCountMore
What is the count of institutions above Yes Bank on net profit?,F_CompCountMore
What is the count of institutions above Indian Overseas Bank on cost-to-income ratio?,F_CompCountMore
Give me the number of banks ahead of UCO Bank on book value per share.,F_CompCountMore
Give me the number of banks ahead of Karur Vysya Bank on operating profit.,F_CompCountMore
What is the count of institutions above Canara Bank on total deposits?,F_CompCountMore
How many lenders post a bigger CASA ratio than Karur Vysya Bank?,F_CompCountMore
How many lenders post a bigger book value per share than Union Bank of India?,F_CompCountMore
How many banks rank above Central Bank of India by earnings per share?,F_CompCountMore
What is the count of institutions above Yes Bank on return on equity?,F_CompCountMore
How many banks rank above Karur Vysya Bank by provision coverage ratio?,F_CompCountMore
How many banks rank above Karnataka Bank by total advances?,F_CompCountMore
Count the lenders that exceed City Union Bank on net interest margin.,F_CompCountMore
Count the lenders that exceed State Bank of India on return on equity.,F_CompCountMore
How many banks have a higher credit-deposit ratio than ICICI Bank?,F_CompCountMore
How many lenders post a bigger net interest margin than Suryoday Small Finance Bank?,F_CompCountMore
Count the lenders that exceed Jana Small Finance Bank on gross NPA ratio.,F_CompCountMore
How many banks have a higher gross NPA ratio than RBL Bank?,F_CompCountMore
How many banks rank above AU Small Finance Bank by earnings per share?,F_CompCountMore
What is the count of institutions above Jammu & Kashmir Bank on capital adequacy ratio?,F_CompCountMore
What is the count of institutions above Bank of Baroda on total advances?,F_CompCountMore
How many banks have a higher capital adequacy ratio than Jana Small Finance Bank?,F_CompCountMore
How many banks rank above Bank of Baroda by provision coverage ratio?,F_CompCountMore
Total up the banks whose slippage ratio exceeds Central Bank of India's.,F_CompCountMore
Count the lenders that exceed Utkarsh Small Finance Bank on CASA ratio.,F_CompCountMore
Total up the banks whose gross NPA ratio exceeds DCB Bank's.,F_CompCountMore
How many banks have a higher operating profit than ICICI Bank?,F_CompCountMore
Total up the banks whose net profit exceeds Union Bank of India's.,F_CompCountMore
What is the count of institutions above Central Bank of India on credit-deposit ratio?,F_CompCountMore
What is the count of institutions above IDFC FIRST Bank on net profit?,F_CompCountMore
Count the lenders that exceed Kotak Mahindra Bank on total advances.,F_CompCountMore
Give me the number of banks ahead of IDFC FIRST Bank on gross NPA ratio.,F_CompCountMore
How many banks have a higher book value per share than DCB Bank?,F_CompCountMore
How many banks rank above HDFC Bank by gross NPA ratio?,F_CompCountMore
How many banks rank above Suryoday Small Finance Bank by total deposits?,F_CompCountMore
What is the count of institutions above Axis Bank on cost-to-income ratio?,F_CompCountMore
How many banks have a higher book value per share than Canara Bank?,F_CompCountMore
How many banks have a higher slippage ratio than Jana Small Finance Bank?,F_CompCountMore
Give me the number of banks ahead of Canara Bank on total advances.,F_CompCountMore
Total up the banks whose total advances exceeds Indian Overseas Bank's.,F_CompCountMore
Total up the banks whose cost-to-income ratio exceeds Tamilnad Mercantile Bank's.,F_CompCountMore
Count the lenders that exceed Karnataka Bank on slippage ratio.,F_CompCountMore
How many banks rank above Federal Bank by cost-to-income ratio?,F_CompCountMore
How many banks rank above UCO Bank by CET1 ratio?,F_CompCountMore
Give me the number of banks ahead of Indian Overseas Bank on earnings per share.,F_CompCountMore
How many lenders post a bigger operating profit than Suryoday Small Finance Bank?,F_CompCountMore
What is the count of institutions above Dhanlaxmi Bank on CET1 ratio?,F_CompCountMore
How many lenders post a bigger provision coverage ratio than DCB Bank?,F_CompCountMore
Give me the number of banks ahead of Bank of India on provision coverage ratio.,F_CompCountMore
What number of banks trail ESAF Small Finance Bank on return on assets?,F_CompCountLess
Total up the banks whose net NPA ratio falls short of Indian Overseas Bank's.,F_CompCountLess
What number of banks trail Canara Bank on book value per share?,F_CompCountLess
Give me the number of banks behind Bank of Maharashtra on provision coverage ratio.,F_CompCountLess
Give me the number of banks behind City Union Bank on capital adequacy ratio.,F_CompCountLess
How many lenders post a lesser net interest margin than CSB Bank?,F_CompCountLess
How many banks rank below IDFC FIRST Bank by credit-deposit ratio?,F_CompCountLess
How many lenders post a lesser total deposits than RBL Bank?,F_CompCountLess
Total up the banks whose CASA ratio falls short of Karnataka Bank's.,F_CompCountLess
What number of banks trail Federal Bank on cost-to-income ratio?,F_CompCountLess
Give me the number of banks behind Utkarsh Small Finance Bank on total deposits.,F_CompCountLess
What is the count of institutions under City Union Bank on operating profit?,F_CompCountLess
Give me the number of banks behind Dhanlaxmi Bank on net NPA ratio.,F_CompCountLess
Tally the lenders reporting a smaller return on assets than Punjab & Sind Bank.,F_CompCountLess
How many lenders post a lesser book value per share than ESAF Small Finance Bank?,F_CompCountLess
How many lenders post a lesser slippage ratio than State Bank of India?,F_CompCountLess
How many lenders post a lesser net NPA ratio than Bank of India?,F_CompCountLess
What is the count of institutions under City Union Bank on capital adequacy ratio?,F_CompCountLess
Give me the number of banks behind Jana Small Finance Bank on return on equity.,F_CompCountLess
How many lenders post a lesser total advances than Dhanlaxmi Bank?,F_CompCountLess
Give me the number of banks behind State Bank of India on book value per share.,F_CompCountLess
Tally the lenders reporting a smaller net interest margin than Indian Overseas Bank.,F_CompCountLess
How many lenders post a lesser return on assets than Karur Vysya Bank?,F_CompCountLess
Total up the banks whose net profit falls short of City Union Bank's.,F_CompCountLess
How many banks rank below Bank of Maharashtra by CET1 ratio?,F_CompCountLess
Give me the number of banks behind Punjab & Sind Bank on cost-to-income ratio.,F_CompCountLess
Tally the lenders reporting a smaller return on assets than South Indian Bank.,F_CompCountLess
How many lenders post a lesser return on equity than Karur Vysya Bank?,F_CompCountLess
How many lenders post a lesser gross NPA ratio than UCO Bank?,F_CompCountLess
Give me the number of banks behind IndusInd Bank on net interest margin.,F_CompCountLess
Tally the lenders reporting a smaller cost-to-income ratio than Bandhan Bank.,F_CompCountLess
How many banks rank below CSB Bank by net profit?,F_CompCountLess
How many banks rank below Ujjivan Small Finance Bank by total advances?,F_CompCountLess
How many banks rank below AU Small Finance Bank by cost-to-income ratio?,F_CompCountLess
Give me the number of banks behind City Union Bank on total advances.,F_CompCountLess
What number of banks trail Jammu & Kashmir Bank on CET1 ratio?,F_CompCountLess
How many lenders post a lesser return on assets than City Union Bank?,F_CompCountLess
Total up the banks whose gross NPA ratio falls short of HDFC Bank's.,F_CompCountLess
What number of banks trail UCO Bank on net NPA ratio?,F_CompCountLess
How many lenders post a lesser net profit than City Union Bank?,F_CompCountLess
How many lenders post a lesser net NPA ratio than Central Bank of India?,F_CompCountLess
Tally the lenders reporting a smaller CET1 ratio than Jana Small Finance Bank.,F_CompCountLess
Tally the lenders reporting a smaller CASA ratio than Dhanlaxmi Bank.,F_CompCountLess
What number of banks trail Union Bank of India on credit-deposit ratio?,F_CompCountLess
How many lenders post a lesser return on assets than Yes Bank?,F_CompCountLess
What number of banks trail ICICI Bank on total deposits?,F_CompCountLess
How many banks rank below Bandhan Bank by total deposits?,F_CompCountLess
What is the count of institutions under AU Small Finance Bank on net profit?,F_CompCountLess
How many banks rank below Indian Overseas Bank by CET1 ratio?,F_CompCountLess
How many lenders post a lesser earnings per share than Indian Bank?,F_CompCountLess
What is the count of institutions under Jana Small Finance Bank on net interest margin?,F_CompCountLess
What number of banks trail Bank of India on net profit?,F_CompCountLess
Give me the number of banks behind Karur Vysya Bank on net NPA ratio.,F_CompCountLess
How many lenders post a lesser slippage ratio than Bank of Maharashtra?,F_CompCountLess
Tally the lenders reporting a smaller return on equity than Tamilnad Mercantile Bank.,F_CompCountLess
Give me the number of banks behind DCB Bank on earnings per share.,F_CompCountLess
What number of banks trail Dhanlaxmi Bank on provision coverage ratio?,F_CompCountLess
Tally the lenders reporting a smaller return on assets than Federal Bank.,F_CompCountLess
How many lenders post a lesser return on equity than Bandhan Bank?,F_CompCountLess
Tally the lenders reporting a smaller gross NPA ratio than Jammu & Kashmir Bank.,F_CompCountLess
Give me the number of banks behind Canara Bank on net interest margin.,F_CompCountLess
Tally the lenders reporting a smaller cost-to-income ratio than Central Bank of India.,F_CompCountLess
Total up the banks whose book value per share falls short of Jammu & Kashmir Bank's.,F_CompCountLess
Give me the number of banks behind UCO Bank on cost-to-income ratio.,F_CompCountLess
How many banks rank below Jammu & Kashmir Bank by slippage ratio?,F_CompCountLess
Give me the number of banks behind Equitas Small Finance Bank on net NPA ratio.,F_CompCountLess
What number of banks trail Central Bank of India on CET1 ratio?,F_CompCountLess
How many lenders post a lesser credit-deposit ratio than AU Small Finance Bank?,F_CompCountLess
Give me the number of banks behind Jana Small Finance Bank on cost-to-income ratio.,F_CompCountLess
How many banks rank below HDFC Bank by total deposits?,F_CompCountLess
What number of banks trail Tamilnad Mercantile Bank on net interest margin?,F_CompCountLess
What is the count of institutions under AU Small Finance Bank on CET1 ratio?,F_CompCountLess
What is the count of institutions under Indian Overseas Bank on operating profit?,F_CompCountLess
How many banks rank below South Indian Bank by total deposits?,F_CompCountLess
How many banks rank below IndusInd Bank by net NPA ratio?,F_CompCountLess
How many banks rank below IndusInd Bank by credit-deposit ratio?,F_CompCountLess
Give me the number of banks behind City Union Bank on operating profit.,F_CompCountLess
What is the count of institutions under HDFC Bank on net profit?,F_CompCountLess
How many banks rank below Bank of India by earnings per share?,F_CompCountLess
What is the count of institutions under Suryoday Small Finance Bank on slippage ratio?,F_CompCountLess
Total up the banks whose CET1 ratio falls short of Tamilnad Mercantile Bank's.,F_CompCountLess
What number of banks trail AU Small Finance Bank on net interest margin?,F_CompCountLess
What number of banks trail Bandhan Bank on book value per share?,F_CompCountLess
Total up the banks whose operating profit falls short of State Bank of India's.,F_CompCountLess
Total up the banks whose net NPA ratio falls short of ICICI Bank's.,F_CompCountLess
What is the count of institutions under CSB Bank on net interest margin?,F_CompCountLess
Tally the lenders reporting a smaller net NPA ratio than AU Small Finance Bank.,F_CompCountLess
Give me the number of banks behind Federal Bank on cost-to-income ratio.,F_CompCountLess
What is the count of institutions under Indian Bank on net interest margin?,F_CompCountLess
How many banks rank below Jammu & Kashmir Bank by cost-to-income ratio?,F_CompCountLess
How many banks rank below Utkarsh Small Finance Bank by net NPA ratio?,F_CompCountLess
Total up the banks whose earnings per share falls short of Jana Small Finance Bank's.,F_CompCountLess
How many banks rank below Indian Overseas Bank by net NPA ratio?,F_CompCountLess
How many banks rank below RBL Bank by cost-to-income ratio?,F_CompCountLess
Total up the banks whose provision coverage ratio falls short of Central Bank of India's.,F_CompCountLess
Total up the banks whose slippage ratio falls short of Tamilnad Mercantile Bank's.,F_CompCountLess
How many lenders post a lesser provision coverage ratio than Karnataka Bank?,F_CompCountLess
Give me the number of banks behind Axis Bank on gross NPA ratio.,F_CompCountLess
What is the count of institutions under Central Bank of India on net profit?,F_CompCountLess
How many lenders post a lesser total deposits than CSB Bank?,F_CompCountLess
What number of banks trail Bank of Baroda on credit-deposit ratio?,F_CompCountLess
How many banks rank below Equitas Small Finance Bank by earnings per share?,F_CompCountLess
Tally the lenders reporting a smaller slippage ratio than Karur Vysya Bank.,F_CompCountLess
What is the count of institutions under Ujjivan Small Finance Bank on slippage ratio?,F_CompCountLess
Total up the banks whose CASA ratio falls short of Dhanlaxmi Bank's.,F_CompCountLess
Total up the banks whose return on equity falls short of Bank of Maharashtra's.,F_CompCountLess
How many lenders post a lesser return on equity than AU Small Finance Bank?,F_CompCountLess
What number of banks trail State Bank of India on earnings per share?,F_CompCountLess
Total up the banks whose capital adequacy ratio falls short of Ujjivan Small Finance Bank's.,F_CompCountLess
Give me the number of banks behind Yes Bank on CET1 ratio.,F_CompCountLess
What number of banks trail Bank of India on CET1 ratio?,F_CompCountLess
Tally the lenders reporting a smaller provision coverage ratio than HDFC Bank.,F_CompCountLess
How many lenders post a lesser net interest margin than Karur Vysya Bank?,F_CompCountLess
Tally the lenders reporting a smaller CASA ratio than Kotak Mahindra Bank.,F_CompCountLess
How many lenders post a lesser net profit than IDFC FIRST Bank?,F_CompCountLess
Give me the number of banks behind Kotak Mahindra Bank on total deposits.,F_CompCountLess
Give me the number of banks behind Bank of India on capital adequacy ratio.,F_CompCountLess
What is the count of institutions under Equitas Small Finance Bank on net profit?,F_CompCountLess
Give me the number of banks behind DCB Bank on return on assets.,F_CompCountLess
Tally the lenders reporting a smaller book value per share than AU Small Finance Bank.,F_CompCountLess
What number of banks trail Bank of Baroda on total deposits?,F_CompCountLess
Tally the lenders reporting a smaller net NPA ratio than Bank of Maharashtra.,F_CompCountLess
What number of banks trail Bandhan Bank on net NPA ratio?,F_CompCountLess
What number of banks trail IndusInd Bank on cost-to-income ratio?,F_CompCountLess
How many lenders post a lesser CET1 ratio than Kotak Mahindra Bank?,F_CompCountLess
What is the count of institutions under Central Bank of India on cost-to-income ratio?,F_CompCountLess
What number of banks trail DCB Bank on earnings per share?,F_CompCountLess
How many lenders post a lesser credit-deposit ratio than IndusInd Bank?,F_CompCountLess
How many lenders post a lesser net profit than State Bank of India?,F_CompCountLess
What number of banks trail Suryoday Small Finance Bank on slippage ratio?,F_CompCountLess
Total up the banks whose net profit falls short of Suryoday Small Finance Bank's.,F_CompCountLess
How many lenders post a lesser CET1 ratio than Bank of India?,F_CompCountLess
Tally the lenders reporting a smaller return on assets than Karnataka Bank.,F_CompCountLess
What number of banks trail Equitas Small Finance Bank on return on equity?,F_CompCountLess
How many lenders post a lesser operating profit than Canara Bank?,F_CompCountLess
What is the count of institutions under Ujjivan Small Finance Bank on total advances?,F_CompCountLess
Tally the lenders reporting a smaller net profit than Utkarsh Small Finance Bank.,F_CompCountLess
What is the count of institutions under HDFC Bank on net NPA ratio?,F_CompCountLess
What is the count of institutions under DCB Bank on total deposits?,F_CompCountLess
Total up the banks whose book value per share falls short of Tamilnad Mercantile Bank's.,F_CompCountLess
What number of banks trail State Bank of India on return on assets?,F_CompCountLess
Tally the lenders reporting a smaller earnings per share than Punjab & Sind Bank.,F_CompCountLess
How many banks rank below Union Bank of India by operating profit?,F_CompCountLess
What number of banks trail Kotak Mahindra Bank on slippage ratio?,F_CompCountLess
What is the count of institutions under HDFC Bank on cost-to-income ratio?,F_CompCountLess
How many banks rank below HDFC Bank by return on equity?,F_CompCountLess
Give me the number of banks behind Punjab & Sind Bank on provision coverage ratio.,F_CompCountLess
