id,text,node_type,node_name
C_HPCL,"Type: COMPANY
Name: Hindustan Petroleum
Relationships:
HURT_BY: Saudi LPG contract price",COMPANY,Hindustan Petroleum
C_MRPL,"Type: COMPANY
Name: Mangalore Refinery
Relationships:
BENEFITS_FROM: Gross refining margin",COMPANY,Mangalore Refinery
C_MRPL,"Type: COMPANY
Name: Mangalore Refinery
Relationships:
HURT_BY: Strait of Hormuz disruption",COMPANY,Mangalore Refinery
C_CPCL,"Type: COMPANY
Name: Chennai Petroleum
Relationships:
BENEFITS_FROM: Gross refining margin",COMPANY,Chennai Petroleum
C_RIL,"Type: COMPANY
Name: Reliance Industries
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Reliance Industries
C_RIL,"Type: COMPANY
Name: Reliance Industries
Relationships:
OWNS: Reliance Jamnagar AI campus",COMPANY,Reliance Industries
C_RIL,"Type: COMPANY
Name: Reliance Industries
Relationships:
HEDGES: Strait of Hormuz disruption",COMPANY,Reliance Industries
C_PETRONET,"Type: COMPANY
Name: Petronet LNG
Relationships:
HURT_BY: Strait of Hormuz disruption",COMPANY,Petronet LNG
C_GSPL,"Type: COMPANY
Name: Gujarat State Petronet
Relationships:
",COMPANY,Gujarat State Petronet
C_IGL,"Type: COMPANY
Name: Indraprastha Gas
Relationships:
BENEFITS_FROM: Brent crude price",COMPANY,Indraprastha Gas
C_IGL,"Type: COMPANY
Name: Indraprastha Gas
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,Indraprastha Gas
C_MGL,"Type: COMPANY
Name: Mahanagar Gas
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,Mahanagar Gas
C_GUJGAS,"Type: COMPANY
Name: Gujarat Gas
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,Gujarat Gas
C_GUJGAS,"Type: COMPANY
Name: Gujarat Gas
Relationships:
REGULATED_BY: Natural Gas Control Order (rationing)",COMPANY,Gujarat Gas
C_ATGL,"Type: COMPANY
Name: Adani Total Gas
Relationships:
",COMPANY,Adani Total Gas
C_SELAN,"Type: COMPANY
Name: Selan Exploration
Relationships:
",COMPANY,Selan Exploration
C_GESHIP,"Type: COMPANY
Name: Great Eastern Shipping
Relationships:
BENEFITS_FROM: Tanker freight rates",COMPANY,Great Eastern Shipping
C_GESHIP,"Type: COMPANY
Name: Great Eastern Shipping
Relationships:
HURT_BY: Marine war-risk premium",COMPANY,Great Eastern Shipping
C_SCI,"Type: COMPANY
Name: Shipping Corporation of India
Relationships:
BENEFITS_FROM: Tanker freight rates",COMPANY,Shipping Corporation of India
C_SEAMEC,"Type: COMPANY
Name: Seamec
Relationships:
",COMPANY,Seamec
C_ADANIPORTS,"Type: COMPANY
Name: Adani Ports & SEZ
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Adani Ports & SEZ
C_ADANIPORTS,"Type: COMPANY
Name: Adani Ports & SEZ
Relationships:
HURT_BY: Strait of Hormuz disruption",COMPANY,Adani Ports & SEZ
C_JSWINFRA,"Type: COMPANY
Name: JSW Infrastructure
Relationships:
",COMPANY,JSW Infrastructure
C_CONCOR,"Type: COMPANY
Name: Container Corp of India
Relationships:
HURT_BY: Tanker freight rates",COMPANY,Container Corp of India
C_ALLCARGO,"Type: COMPANY
Name: Allcargo Logistics
Relationships:
",COMPANY,Allcargo Logistics
C_TCI,"Type: COMPANY
Name: Transport Corp of India
Relationships:
HURT_BY: Brent crude price",COMPANY,Transport Corp of India
C_INDIGO,"Type: COMPANY
Name: InterGlobe Aviation
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,InterGlobe Aviation
C_INDIGO,"Type: COMPANY
Name: InterGlobe Aviation
Relationships:
HURT_BY: Brent crude price HURT_BY: USD/INR",COMPANY,InterGlobe Aviation
C_INDIGO,"Type: COMPANY
Name: InterGlobe Aviation
Relationships:
NEEDS: Aviation turbine fuel",COMPANY,InterGlobe Aviation
C_SPICEJET,"Type: COMPANY
Name: SpiceJet
Relationships:
HURT_BY: Brent crude price",COMPANY,SpiceJet
C_ASIANPAINT,"Type: COMPANY
Name: Asian Paints
Relationships:
HURT_BY: Brent crude price",COMPANY,Asian Paints
C_BERGER,"Type: COMPANY
Name: Berger Paints
Relationships:
HURT_BY: Brent crude price",COMPANY,Berger Paints
C_KANSAI,"Type: COMPANY
Name: Kansai Nerolac
Relationships:
",COMPANY,Kansai Nerolac
C_INDIGOPNT,"Type: COMPANY
Name: Indigo Paints
Relationships:
HURT_BY: Brent crude price",COMPANY,Indigo Paints
C_AKZO,"Type: COMPANY
Name: Akzo Nobel India
Relationships:
",COMPANY,Akzo Nobel India
C_PIDILITE,"Type: COMPANY
Name: Pidilite Industries
Relationships:
HURT_BY: Vinyl acetate monomer",COMPANY,Pidilite Industries
C_GRASIM,"Type: COMPANY
Name: Grasim Industries
Relationships:
",COMPANY,Grasim Industries
C_MRF,"Type: COMPANY
Name: MRF
Relationships:
HURT_BY: Brent crude price",COMPANY,MRF
C_APOLLOTYRE,"Type: COMPANY
Name: Apollo Tyres
Relationships:
",COMPANY,Apollo Tyres
C_CEAT,"Type: COMPANY
Name: CEAT
Relationships:
",COMPANY,CEAT
C_JKTYRE,"Type: COMPANY
Name: JK Tyre
Relationships:
",COMPANY,JK Tyre
C_BALKRISHNA,"Type: COMPANY
Name: Balkrishna Industries
Relationships:
HEDGES: USD/INR",COMPANY,Balkrishna Industries
C_PCBL,"Type: COMPANY
Name: PCBL
Relationships:
HURT_BY: Brent crude price",COMPANY,PCBL
C_HIMADRI,"Type: COMPANY
Name: Himadri Speciality Chemical
Relationships:
",COMPANY,Himadri Speciality Chemical
C_SUPREME,"Type: COMPANY
Name: Supreme Industries
Relationships:
HURT_BY: PVC resin",COMPANY,Supreme Industries
C_ASTRAL,"Type: COMPANY
Name: Astral
Relationships:
",COMPANY,Astral
C_FINOLEXIND,"Type: COMPANY
Name: Finolex Industries
Relationships:
HEDGES: PVC resin",COMPANY,Finolex Industries
C_PRINCEPIPE,"Type: COMPANY
Name: Prince Pipes
Relationships:
",COMPANY,Prince Pipes
C_POLYPLEX,"Type: COMPANY
Name: Polyplex
Relationships:
HURT_BY: PTA/MEG",COMPANY,Polyplex
C_COSMO,"Type: COMPANY
Name: Cosmo First
Relationships:
",COMPANY,Cosmo First
C_UFLEX,"Type: COMPANY
Name: UFlex
Relationships:
",COMPANY,UFlex
C_EPL,"Type: COMPANY
Name: EPL Ltd
Relationships:
HURT_BY: HDPE/LLDPE/PP resin",COMPANY,EPL Ltd
C_TIMETECHNO,"Type: COMPANY
Name: Time Technoplast
Relationships:
",COMPANY,Time Technoplast
C_SRF,"Type: COMPANY
Name: SRF
Relationships:
HURT_BY: Brent crude price",COMPANY,SRF
C_SRF,"Type: COMPANY
Name: SRF
Relationships:
SUPPLIES_TO: Chiller",COMPANY,SRF
C_NAVINFLUOR,"Type: COMPANY
Name: Navin Fluorine
Relationships:
",COMPANY,Navin Fluorine
C_GFL,"Type: COMPANY
Name: Gujarat Fluorochemicals
Relationships:
SUPPLIES_TO: Chiller",COMPANY,Gujarat Fluorochemicals
C_AARTIIND,"Type: COMPANY
Name: Aarti Industries
Relationships:
HURT_BY: Benzene",COMPANY,Aarti Industries
C_DEEPAKNTR,"Type: COMPANY
Name: Deepak Nitrite
Relationships:
HURT_BY: Benzene",COMPANY,Deepak Nitrite
C_ATUL,"Type: COMPANY
Name: Atul
Relationships:
",COMPANY,Atul
C_VINATI,"Type: COMPANY
Name: Vinati Organics
Relationships:
",COMPANY,Vinati Organics
C_TATACHEM,"Type: COMPANY
Name: Tata Chemicals
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,Tata Chemicals
C_GHCL,"Type: COMPANY
Name: GHCL
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,GHCL
C_ALKYLAMINE,"Type: COMPANY
Name: Alkyl Amines
Relationships:
",COMPANY,Alkyl Amines
C_CHAMBAL,"Type: COMPANY
Name: Chambal Fertilisers
Relationships:
HURT_BY: Spot LNG / JKM",COMPANY,Chambal Fertilisers
C_CHAMBAL,"Type: COMPANY
Name: Chambal Fertilisers
Relationships:
REGULATED_BY: Nutrient Based Subsidy",COMPANY,Chambal Fertilisers
C_COROMANDEL,"Type: COMPANY
Name: Coromandel International
Relationships:
HURT_BY: Strait of Hormuz disruption HURT_BY: Fertiliser and LPG subsidy bill",COMPANY,Coromandel International
C_GNFC,"Type: COMPANY
Name: GNFC
Relationships:
",COMPANY,GNFC
C_GSFC,"Type: COMPANY
Name: GSFC
Relationships:
",COMPANY,GSFC
C_RCF,"Type: COMPANY
Name: Rashtriya Chemicals & Fertilizers
Relationships:
",COMPANY,Rashtriya Chemicals & Fertilizers
C_NFL,"Type: COMPANY
Name: National Fertilizers
Relationships:
",COMPANY,National Fertilizers
C_DEEPAKFERT,"Type: COMPANY
Name: Deepak Fertilisers
Relationships:
HEDGES: Ammonia",COMPANY,Deepak Fertilisers
C_PARADEEP,"Type: COMPANY
Name: Paradeep Phosphates
Relationships:
HURT_BY: Sulphur",COMPANY,Paradeep Phosphates
C_FACT,"Type: COMPANY
Name: FACT
Relationships:
",COMPANY,FACT
C_UPL,"Type: COMPANY
Name: UPL
Relationships:
",COMPANY,UPL
C_PIIND,"Type: COMPANY
Name: PI Industries
Relationships:
",COMPANY,PI Industries
C_RALLIS,"Type: COMPANY
Name: Rallis India
Relationships:
",COMPANY,Rallis India
C_COALINDIA,"Type: COMPANY
Name: Coal India
Relationships:
BENEFITS_FROM: Spot LNG / JKM BENEFITS_FROM: Power availability",COMPANY,Coal India
C_BALRAMPUR,"Type: COMPANY
Name: Balrampur Chini
Relationships:
BENEFITS_FROM: Brent crude price",COMPANY,Balrampur Chini
C_TRIVENI,"Type: COMPANY
Name: Triveni Engineering
Relationships:
",COMPANY,Triveni Engineering
C_SHREERENUKA,"Type: COMPANY
Name: Shree Renuka Sugars
Relationships:
",COMPANY,Shree Renuka Sugars
C_PRAJ,"Type: COMPANY
Name: Praj Industries
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Praj Industries
C_HUL,"Type: COMPANY
Name: Hindustan Unilever
Relationships:
HURT_BY: Brent crude price",COMPANY,Hindustan Unilever
C_MARICO,"Type: COMPANY
Name: Marico
Relationships:
HURT_BY: Liquid light paraffin",COMPANY,Marico
C_GODREJCP,"Type: COMPANY
Name: Godrej Consumer
Relationships:
",COMPANY,Godrej Consumer
C_DABUR,"Type: COMPANY
Name: Dabur India
Relationships:
",COMPANY,Dabur India
C_JYOTHYLAB,"Type: COMPANY
Name: Jyothy Labs
Relationships:
",COMPANY,Jyothy Labs
C_CASTROL,"Type: COMPANY
Name: Castrol India
Relationships:
HURT_BY: Base oil",COMPANY,Castrol India
C_GULFOIL,"Type: COMPANY
Name: Gulf Oil Lubricants
Relationships:
HURT_BY: Base oil",COMPANY,Gulf Oil Lubricants
C_ULTRACEMCO,"Type: COMPANY
Name: UltraTech Cement
Relationships:
HURT_BY: Brent crude price",COMPANY,UltraTech Cement
C_ULTRACEMCO,"Type: COMPANY
Name: UltraTech Cement
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,UltraTech Cement
C_AMBUJA,"Type: COMPANY
Name: Ambuja Cements
Relationships:
",COMPANY,Ambuja Cements
C_SHREECEM,"Type: COMPANY
Name: Shree Cement
Relationships:
",COMPANY,Shree Cement
C_DALMIA,"Type: COMPANY
Name: Dalmia Bharat
Relationships:
",COMPANY,Dalmia Bharat
C_HINDALCO,"Type: COMPANY
Name: Hindalco
Relationships:
HURT_BY: Brent crude price",COMPANY,Hindalco
C_HINDALCO,"Type: COMPANY
Name: Hindalco
Relationships:
SUPPLIES_TO: Power transformer",COMPANY,Hindalco
C_NALCO,"Type: COMPANY
Name: National Aluminium
Relationships:
HEDGES: Brent crude price",COMPANY,National Aluminium
C_NALCO,"Type: COMPANY
Name: National Aluminium
Relationships:
SUPPLIES_TO: Aluminium",COMPANY,National Aluminium
C_VEDL,"Type: COMPANY
Name: Vedanta
Relationships:
",COMPANY,Vedanta
C_JSWSTEEL,"Type: COMPANY
Name: JSW Steel
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,JSW Steel
C_TATASTEEL,"Type: COMPANY
Name: Tata Steel
Relationships:
",COMPANY,Tata Steel
C_HINDCOPPER,"Type: COMPANY
Name: Hindustan Copper
Relationships:
SUPPLIES_TO: Copper",COMPANY,Hindustan Copper
C_MARUTI,"Type: COMPANY
Name: Maruti Suzuki
Relationships:
HURT_BY: Brent crude price",COMPANY,Maruti Suzuki
C_HEROMOTOCO,"Type: COMPANY
Name: Hero MotoCorp
Relationships:
HURT_BY: Brent crude price",COMPANY,Hero MotoCorp
C_BAJAJAUTO,"Type: COMPANY
Name: Bajaj Auto
Relationships:
",COMPANY,Bajaj Auto
C_TVSMOTOR,"Type: COMPANY
Name: TVS Motor
Relationships:
",COMPANY,TVS Motor
C_TATAMOTORS,"Type: COMPANY
Name: Tata Motors
Relationships:
BENEFITS_FROM: Brent crude price",COMPANY,Tata Motors
C_MM,"Type: COMPANY
Name: Mahindra & Mahindra
Relationships:
HURT_BY: Global urea/DAP/sulphur price",COMPANY,Mahindra & Mahindra
C_OLECTRA,"Type: COMPANY
Name: Olectra Greentech
Relationships:
BENEFITS_FROM: Brent crude price",COMPANY,Olectra Greentech
C_BAJFINANCE,"Type: COMPANY
Name: Bajaj Finance
Relationships:
HURT_BY: RBI policy rate",COMPANY,Bajaj Finance
C_CHOLAFIN,"Type: COMPANY
Name: Cholamandalam Investment
Relationships:
HURT_BY: Brent crude price",COMPANY,Cholamandalam Investment
C_SHRIRAMFIN,"Type: COMPANY
Name: Shriram Finance
Relationships:
HURT_BY: Brent crude price",COMPANY,Shriram Finance
C_MUTHOOT,"Type: COMPANY
Name: Muthoot Finance
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Muthoot Finance
C_MANAPPURAM,"Type: COMPANY
Name: Manappuram Finance
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Manappuram Finance
C_HDFCBANK,"Type: COMPANY
Name: HDFC Bank
Relationships:
",COMPANY,HDFC Bank
C_SBIN,"Type: COMPANY
Name: State Bank of India
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,State Bank of India
C_AUBANK,"Type: COMPANY
Name: AU Small Finance Bank
Relationships:
",COMPANY,AU Small Finance Bank
C_FEDERALBNK,"Type: COMPANY
Name: Federal Bank
Relationships:
BENEFITS_FROM: USD/INR",COMPANY,Federal Bank
C_FEDERALBNK,"Type: COMPANY
Name: Federal Bank
Relationships:
HEDGES: Strait of Hormuz disruption",COMPANY,Federal Bank
C_SIB,"Type: COMPANY
Name: South Indian Bank
Relationships:
BENEFITS_FROM: USD/INR",COMPANY,South Indian Bank
C_CSBBANK,"Type: COMPANY
Name: CSB Bank
Relationships:
HURT_BY: Strait of Hormuz disruption",COMPANY,CSB Bank
C_DHANBANK,"Type: COMPANY
Name: Dhanlaxmi Bank
Relationships:
",COMPANY,Dhanlaxmi Bank
C_GICRE,"Type: COMPANY
Name: GIC Re
Relationships:
HEDGES: Marine war-risk premium",COMPANY,GIC Re
C_NIACL,"Type: COMPANY
Name: New India Assurance
Relationships:
BENEFITS_FROM: Marine war-risk premium",COMPANY,New India Assurance
C_ICICIGI,"Type: COMPANY
Name: ICICI Lombard
Relationships:
",COMPANY,ICICI Lombard
C_TCS,"Type: COMPANY
Name: Tata Consultancy Services
Relationships:
BENEFITS_FROM: USD/INR",COMPANY,Tata Consultancy Services
C_TCS,"Type: COMPANY
Name: Tata Consultancy Services
Relationships:
HEDGES: Generative AI",COMPANY,Tata Consultancy Services
C_INFY,"Type: COMPANY
Name: Infosys
Relationships:
BENEFITS_FROM: USD/INR",COMPANY,Infosys
C_INFY,"Type: COMPANY
Name: Infosys
Relationships:
HEDGES: Generative AI",COMPANY,Infosys
C_HCLTECH,"Type: COMPANY
Name: HCL Technologies
Relationships:
",COMPANY,HCL Technologies
C_WIPRO,"Type: COMPANY
Name: Wipro
Relationships:
",COMPANY,Wipro
C_LTIM,"Type: COMPANY
Name: LTIMindtree
Relationships:
",COMPANY,LTIMindtree
C_PERSISTENT,"Type: COMPANY
Name: Persistent Systems
Relationships:
",COMPANY,Persistent Systems
C_COFORGE,"Type: COMPANY
Name: Coforge
Relationships:
",COMPANY,Coforge
C_QUICKHEAL,"Type: COMPANY
Name: Quick Heal Technologies
Relationships:
BENEFITS_FROM: 21-year DC tax holiday to 2047",COMPANY,Quick Heal Technologies
C_SUNPHARMA,"Type: COMPANY
Name: Sun Pharmaceutical
Relationships:
BENEFITS_FROM: USD/INR",COMPANY,Sun Pharmaceutical
C_DRREDDY,"Type: COMPANY
Name: Dr Reddy's Laboratories
Relationships:
",COMPANY,Dr Reddy's Laboratories
C_CIPLA,"Type: COMPANY
Name: Cipla
Relationships:
",COMPANY,Cipla
C_DIVIS,"Type: COMPANY
Name: Divi's Laboratories
Relationships:
HURT_BY: Brent crude price",COMPANY,Divi's Laboratories
C_HAL,"Type: COMPANY
Name: Hindustan Aeronautics
Relationships:
",COMPANY,Hindustan Aeronautics
C_BEL,"Type: COMPANY
Name: Bharat Electronics
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Bharat Electronics
C_BDL,"Type: COMPANY
Name: Bharat Dynamics
Relationships:
",COMPANY,Bharat Dynamics
C_SOLARINDS,"Type: COMPANY
Name: Solar Industries
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Solar Industries
C_COCHINSHIP,"Type: COMPANY
Name: Cochin Shipyard
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Cochin Shipyard
C_MAZDOCK,"Type: COMPANY
Name: Mazagon Dock
Relationships:
",COMPANY,Mazagon Dock
C_GRSE,"Type: COMPANY
Name: Garden Reach Shipbuilders
Relationships:
",COMPANY,Garden Reach Shipbuilders
C_DATAPATTNS,"Type: COMPANY
Name: Data Patterns
Relationships:
",COMPANY,Data Patterns
C_ASTRAMICRO,"Type: COMPANY
Name: Astra Microwave
Relationships:
",COMPANY,Astra Microwave
C_ADANIENT,"Type: COMPANY
Name: Adani Enterprises
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Adani Enterprises
C_ADANIENT,"Type: COMPANY
Name: Adani Enterprises
Relationships:
JV_WITH: AdaniConneX",COMPANY,Adani Enterprises
C_BHARTIARTL,"Type: COMPANY
Name: Bharti Airtel
Relationships:
OWNS: Nxtra by Airtel",COMPANY,Bharti Airtel
C_TATACOMM,"Type: COMPANY
Name: Tata Communications
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Tata Communications
C_TATACOMM,"Type: COMPANY
Name: Tata Communications
Relationships:
SUPPLIES_TO: Hyperscalers (Google, Meta, MSFT, AWS, OpenAI)",COMPANY,Tata Communications
C_ANANTRAJ,"Type: COMPANY
Name: Anant Raj
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle BENEFITS_FROM: Infra-ready land",COMPANY,Anant Raj
C_LODHA,"Type: COMPANY
Name: Macrotech Developers
Relationships:
BENEFITS_FROM: Infra-ready land",COMPANY,Macrotech Developers
C_RAILTEL,"Type: COMPANY
Name: RailTel Corporation
Relationships:
",COMPANY,RailTel Corporation
C_DLF,"Type: COMPANY
Name: DLF
Relationships:
",COMPANY,DLF
C_EMBASSY,"Type: COMPANY
Name: Embassy Office Parks REIT
Relationships:
BENEFITS_FROM: Global Capability Centres",COMPANY,Embassy Office Parks REIT
C_MINDSPACE,"Type: COMPANY
Name: Mindspace Business Parks REIT
Relationships:
",COMPANY,Mindspace Business Parks REIT
C_BRIGADE,"Type: COMPANY
Name: Brigade Enterprises
Relationships:
",COMPANY,Brigade Enterprises
C_ABB,"Type: COMPANY
Name: ABB India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,ABB India
C_SIEMENS,"Type: COMPANY
Name: Siemens India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Siemens India
C_SIEMENSENER,"Type: COMPANY
Name: Siemens Energy India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Siemens Energy India
C_HITACHIENER,"Type: COMPANY
Name: Hitachi Energy India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Hitachi Energy India
C_GEVERNOVA,"Type: COMPANY
Name: GE Vernova T&D India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,GE Vernova T&D India
C_SCHNEIDER,"Type: COMPANY
Name: Schneider Electric Infrastructure
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Schneider Electric Infrastructure
C_CGPOWER,"Type: COMPANY
Name: CG Power & Industrial Solutions
Relationships:
BENEFITS_FROM: India Semiconductor Mission / OSAT",COMPANY,CG Power & Industrial Solutions
C_CGPOWER,"Type: COMPANY
Name: CG Power & Industrial Solutions
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,CG Power & Industrial Solutions
C_VOLTAMP,"Type: COMPANY
Name: Voltamp Transformers
Relationships:
CONSTRAINED_BY: CRGO electrical steel imports",COMPANY,Voltamp Transformers
C_VOLTAMP,"Type: COMPANY
Name: Voltamp Transformers
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Voltamp Transformers
C_TRIL,"Type: COMPANY
Name: Transformers & Rectifiers India
Relationships:
CONSTRAINED_BY: CRGO electrical steel imports",COMPANY,Transformers & Rectifiers India
C_TRIL,"Type: COMPANY
Name: Transformers & Rectifiers India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Transformers & Rectifiers India
C_SHILCHAR,"Type: COMPANY
Name: Shilchar Technologies
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Shilchar Technologies
C_CUMMINSIND,"Type: COMPANY
Name: Cummins India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Cummins India
C_KOEL,"Type: COMPANY
Name: Kirloskar Oil Engines
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Kirloskar Oil Engines
C_HBLENGINE,"Type: COMPANY
Name: HBL Engineering
Relationships:
SUPPLIES_TO: UPS / DC power backup",COMPANY,HBL Engineering
C_APARINDS,"Type: COMPANY
Name: Apar Industries
Relationships:
SUPPLIES_TO: Power transformer",COMPANY,Apar Industries
C_HPL,"Type: COMPANY
Name: HPL Electric & Power
Relationships:
",COMPANY,HPL Electric & Power
C_BHEL,"Type: COMPANY
Name: BHEL
Relationships:
",COMPANY,BHEL
C_THERMAX,"Type: COMPANY
Name: Thermax
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Thermax
C_BLUESTARCO,"Type: COMPANY
Name: Blue Star
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Blue Star
C_VOLTAS,"Type: COMPANY
Name: Voltas
Relationships:
EXPOSED_TO_ORDERBOOK: Gulf producers",COMPANY,Voltas
C_VOLTAS,"Type: COMPANY
Name: Voltas
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Voltas
C_KRN,"Type: COMPANY
Name: KRN Heat Exchanger
Relationships:
SUPPLIES_TO: Schneider Electric Infrastructure",COMPANY,KRN Heat Exchanger
C_AMBER,"Type: COMPANY
Name: Amber Enterprises
Relationships:
SUPPLIES_TO: Precision cooling / CDU",COMPANY,Amber Enterprises
C_JCHAC,"Type: COMPANY
Name: Johnson Controls-Hitachi AC India
Relationships:
SUPPLIES_TO: Precision cooling / CDU",COMPANY,Johnson Controls-Hitachi AC India
C_EPACK,"Type: COMPANY
Name: EPACK Durable
Relationships:
",COMPANY,EPACK Durable
C_NETWEB,"Type: COMPANY
Name: Netweb Technologies
Relationships:
PRODUCES: AI server / GPU system",COMPANY,Netweb Technologies
C_NETWEB,"Type: COMPANY
Name: Netweb Technologies
Relationships:
CONSTRAINED_BY: GPU supply",COMPANY,Netweb Technologies
C_NETWEB,"Type: COMPANY
Name: Netweb Technologies
Relationships:
SUPPLIES_TO: IndiaAI sovereign compute",COMPANY,Netweb Technologies
C_DIXON,"Type: COMPANY
Name: Dixon Technologies
Relationships:
BENEFITS_FROM: IT hardware PLI",COMPANY,Dixon Technologies
C_KAYNES,"Type: COMPANY
Name: Kaynes Technology
Relationships:
BENEFITS_FROM: India Semiconductor Mission / OSAT",COMPANY,Kaynes Technology
C_SYRMA,"Type: COMPANY
Name: Syrma SGS Technology
Relationships:
",COMPANY,Syrma SGS Technology
C_CYIENTDLM,"Type: COMPANY
Name: Cyient DLM
Relationships:
",COMPANY,Cyient DLM
C_TATAELXSI,"Type: COMPANY
Name: Tata Elxsi
Relationships:
",COMPANY,Tata Elxsi
C_MOSCHIP,"Type: COMPANY
Name: MosChip Technologies
Relationships:
",COMPANY,MosChip Technologies
C_STLTECH,"Type: COMPANY
Name: Sterlite Technologies
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Sterlite Technologies
C_HFCL,"Type: COMPANY
Name: HFCL
Relationships:
SUPPLIES_TO: Optical fibre / interconnect",COMPANY,HFCL
C_TEJASNET,"Type: COMPANY
Name: Tejas Networks
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Tejas Networks
C_INDUSTOWER,"Type: COMPANY
Name: Indus Towers
Relationships:
BENEFITS_FROM: Generative AI",COMPANY,Indus Towers
C_POLYCAB,"Type: COMPANY
Name: Polycab India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Polycab India
C_KEI,"Type: COMPANY
Name: KEI Industries
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,KEI Industries
C_RRKABEL,"Type: COMPANY
Name: R R Kabel
Relationships:
",COMPANY,R R Kabel
C_FINCABLES,"Type: COMPANY
Name: Finolex Cables
Relationships:
",COMPANY,Finolex Cables
C_RAMRATNA,"Type: COMPANY
Name: Ram Ratna Wires
Relationships:
SUPPLIES_TO: Power transformer",COMPANY,Ram Ratna Wires
C_PRECWIRE,"Type: COMPANY
Name: Precision Wires India
Relationships:
SUPPLIES_TO: Power transformer",COMPANY,Precision Wires India
C_SKIPPER,"Type: COMPANY
Name: Skipper
Relationships:
SUPPLIES_TO: Transmission evacuation capacity",COMPANY,Skipper
C_LT,"Type: COMPANY
Name: Larsen & Toubro
Relationships:
HEDGES: Strait of Hormuz disruption",COMPANY,Larsen & Toubro
C_LT,"Type: COMPANY
Name: Larsen & Toubro
Relationships:
EXPOSED_TO_ORDERBOOK: Gulf producers",COMPANY,Larsen & Toubro
C_LT,"Type: COMPANY
Name: Larsen & Toubro
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Larsen & Toubro
C_TECHNOE,"Type: COMPANY
Name: Techno Electric & Engineering
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Techno Electric & Engineering
C_KALPATPOWR,"Type: COMPANY
Name: Kalpataru Projects
Relationships:
SUPPLIES_TO: Transmission evacuation capacity",COMPANY,Kalpataru Projects
C_KEC,"Type: COMPANY
Name: KEC International
Relationships:
EXPOSED_TO_ORDERBOOK: Gulf producers",COMPANY,KEC International
C_KEC,"Type: COMPANY
Name: KEC International
Relationships:
SUPPLIES_TO: Transmission evacuation capacity",COMPANY,KEC International
C_AHLUCONT,"Type: COMPANY
Name: Ahluwalia Contracts
Relationships:
",COMPANY,Ahluwalia Contracts
C_PSPPROJECT,"Type: COMPANY
Name: PSP Projects
Relationships:
",COMPANY,PSP Projects
